tconst,primaryTitle,title_fr,decade,release_date,production_country,genres,popularity,averageRating,class_vote,numVotes,runtimeMinutes,budget,revenue,overview,poster_url,backdrop_url,genres_stripped,1950s,1960s,1970s,1980s,1990s,FR,US,high votes,low votes,medium votes,Action,Adventure,Biography,Comedy,Crime,Drama,Fantasy,Film-Noir,History,Horror,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt0057427,The Trial,Le procès,1960s,21/12/1962,FR,"['Drama', 'Mystery', 'Thriller']",11.855,7.6,high votes,22487,119,1300000,0,"Joseph K, petit fonctionnaire besogneux et sûr de son bon droit, suit sans se poser de questions une vie dont les lignes sont déjà toutes tracées. Un matin, il est mis en « état d'arrestation », selon la formule consacrée, et ce sans raison apparente. Cherchant à comprendre, Joseph K, plongé dans le labyrinthe de l'appareil judiciaire, se heurte à la bureaucratie, où l'absurde le guette à chaque instant. Peu à peu, il entrevoit la terrible vérité : on lui reproche simplement sa qualité d'homme. Mais Joseph K ne se résigne pas à être broyé par une société inhumaine…",https://image.tmdb.org/t/p/w600_and_h900_bestv2/w1vwBkKQT4M6po5OwfvjIho4okp.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ciC1MRPPcvCpULFRh0FvSvdgKeX.jpg,"Drama,Mystery,Thriller",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
tt0057495,Shock Corridor,Shock Corridor,1960s,25/09/1963,US,"['Drama', 'Mystery']",6.928,7.3,high votes,12517,101,0,0,"Ambitieux, le journaliste Johnny Barrett entend décrocher le Prix Pulitzer. Pour cela, il se fait interner dans un hôpital psychiatrique où il enquête sur une affaire de meurtre.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/G5QDZyQEyct8bwTDXS0b0iqYrO.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5JfXNdjitnpFoWxfARzD9IDYnyA.jpg,"Drama,Mystery",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0057603,Black Sabbath,Les trois visages de la peur,1960s,17/08/1963,FR,['Horror'],10.492,7.0,high votes,12897,92,0,0,"Le film est composé de trois sketches qui, chacun, mettent en scène une situation horrifique.  Le téléphone : Rosy passe une nuit particulièrement éprouvante, harcelée au téléphone par un inconnu lui annonçant sa propre mort...  Les Wurdalaks : un vampire prend les traits d'une femme pour hanter la campagne slave.  La goutte d'eau : Miss Chester n'aurait peut-être pas dû voler la bague de l'une de ses patientes récemment décédée...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/xPyjCnlVRE9eBjpX9ksUHOfqF34.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/NTZ9Hz9beqEEmU1fSvwlDP5f4I.jpg,Horror,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tt0057664,The Visit,Annonces matrimoniales,1960s,30/12/1963,FR,"['Comedy', 'Romance']",2.391,7.4,low votes,578,110,0,0,,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9oy1uWbW144XFNvDCkbbqHyOiqZ.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iQjr9ReogRFeeILXO6sIWfhZhyR.jpg,"Comedy,Romance",0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0057809,36 Hours,36 heures avant le débarquement,1960s,26/11/1964,US,"['Thriller', 'War']",3.312,7.3,high votes,4429,115,0,0,"Début juin 1944, le major Pike, officier de l'armée américaine, participant aux plans du Débarquement, est enlevé par les Allemands à Lisbonne. Ceux-ci ont monté une opération de manipulation, faisant croire à Pike qu'il est à la fin des années 1940, que la guerre est finie et a été gagnée par les Alliés, afin de lui faire donner les plans et la date de l'invasion.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/2yWqb1agLVzbvtA7btvOrvllZA5.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/r6zRj0RdVhgtNWpbm0T5cfcN3xA.jpg,"Thriller,War",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
tt0057831,Zorba the Greek,Zorba le grec,1960s,14/12/1964,US,"['Comedy', 'Drama']",12.985,7.6,high votes,23158,142,783000,9000000,"Basil, un jeune écrivain britannique, retourne en Crète pour prendre possession de l’héritage paternel. Il rencontre Zorba, un Grec exubérant qui insiste pour lui servir de guide. Les deux hommes sont différents en tous points : Zorba aime boire, rire, chanter et danser, il vit à sa guise alors que Basil reste empêtré dans sa bonne éducation. Ils deviennent cependant amis et s’associent pour exploiter une mine. Zorba entreprend de construire un téléphérique et Basil lui fait confiance, mais c’est un échec. Zorba s’en moque. Il rit et court sur la plage. Vaincu et conquis, Basil lui demande alors de lui apprendre à danser le sirtaki.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5rQNkzALc89Trn3fd4QUE6AEA9a.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rK22M6yVJgVTQSj91a8ILDJvwhM.jpg,"Comedy,Drama",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0057840,The Americanization of Emily,Les Jeux de l'amour et de la guerre,1960s,27/10/1964,US,"['Comedy', 'Drama', 'Romance']",5.744,7.3,high votes,5390,115,0,0,"Pendant la guerre, le lieutenant Madison et ses amis ont pour talent de trouver tout et n'importe quoi, et donc d'aimer la bonne vie, sans jamais avoir combattu. Débarqué à Londres, l'officier américain tombe amoureux d'une veuve anglaise et se retrouve par hasard charger d'une dangereuse mission.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/zA9254usF2X0m0P5CeEXft7uzSe.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fO3x6euB6hWmGTYfxkqbnD7s7Sw.jpg,"Comedy,Drama,Romance",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0057842,This Special Friendship,Les amitiés particulières,1960s,04/09/1964,FR,['Drama'],6.684,7.7,medium votes,2898,100,0,0,"L'amitié particulière entre Georges, jeune aristocrate ambitieux, et Alexandre, bel étudiant en cinquième année, dans un Collège de Pères.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/xOEvfMMiGvGJQQv1n9gWk1SQm6g.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wLDtXgRy0e9oU000YnjgG1V8jHj.jpg,Drama,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0057869,Band of Outsiders,Bande à part,1960s,05/08/1964,FR,"['Comedy', 'Crime', 'Drama']",6.923,7.6,high votes,25908,95,120000,182857,"Deux larrons en quête de mauvais coup, Frantz et Arthur, s'arrangent pour faire la connaissance d'une étudiante qui loge chez une excentrique vieille dame dans une villa isolée près de Joinville. Odile, la jeune femme, leur confirme que son hôtesse dissimule, dans un coffre, un beau paquet de billets. Après une première tentative de cambriolage avortée, les trois amis reviennent à la charge. Surpris par la vieille dame, ils la bâillonnent et l'enferment avant de se mettre en quête du magot. Hélas, leur butin est bien loin d'égaler leurs rêves et les cambrioleurs amateurs délivrent leur captive. Arthur juge Odile responsable de ce lamentable échec…",https://image.tmdb.org/t/p/w600_and_h900_bestv2/gQREtwEIYNA0wLv8BjkTih4B5nS.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/voWtzUp5MZTcDMVxZVeNmj4Lm8j.jpg,"Comedy,Crime,Drama",0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0058003,Red Desert,Le désert rouge,1960s,04/09/1964,FR,['Drama'],8.926,7.5,high votes,16505,117,0,0,"Giuliana mariée à un industriel, Ugo, et mère d'un petit garçon, Valerio, est sujette à de fréquentes crises d'angoisse. Elle erre dans la triste banlieue industrielle de Ravenne tout en essayant de donner sens au monde qui l'entoure. Elle recherche le réconfort auprès de Corrado, un ami de son mari venu recruter de la main d’œuvre pour fonder une usine en Patagonie. Mais celui-ci se révèlera également incapable de la comprendre et elle retournera à ses interrogations sans réponse.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/4BUyljwFdjIt9Ji3Wt63wCXA64w.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xe43LKesFXjQgP4W1s2juf7Tb4t.jpg,Drama,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0058092,Father Goose,Grand méchant loup appelle,1960s,10/12/1964,US,"['Adventure', 'Comedy', 'Romance']",8.484,7.3,high votes,11424,118,0,0,"Pendant la guerre du Pacifique, Walter Eckland, un officier américain alcoolique et négligé, observe les avions japonais pour le compte du gouvernement australien. Il a accepté ce travail sur les conseils d'un ami et en échange de quelques caisses de whisky. Il est amené - malgré lui - à porter secours à une institutrice française, accompagnée de sept de ses élèves. Les malheureux ont été abandonnés par un avion militaire et cherchent à se mettre à l'abri. Ils lui demandent, bien évidemment, de ne pas se montrer égoïste en ces temps troublés et de veiller à ce que rien ne leur arrive. Après quelques moments d'hésitation, le soldat s'exécute...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/2j2Y4ou0RNMSE4VjjiCWyePTBYB.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qxfuWn03LIk8FFT85gIoFQmPB3.jpg,"Adventure,Comedy,Romance",0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0058123,Joy House,Ni saints ni saufs,1960s,12/06/1964,FR,"['Crime', 'Drama', 'Romance']",6.521,7.0,medium votes,2394,97,0,0,"Marc n'aurait jamais dû séduire la femme d'un gangster américain. Ce dernier, cherchant à venger son honneur, a mis des hommes à sa poursuite. Parvenant à les semer, Marc arrive à Monte-Carlo ou il fait la connaissance de Barbara, qui l'engage comme chauffeur.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/WumJK4Jin2YFHExu93DjukqkBZ.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3Aq8SyV9GlgCHPvmqIofOVHMXjz.jpg,"Crime,Drama,Romance",0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
tt0058135,The Gendarme of Saint-Tropez,Le gendarme de Saint-Tropez,1960s,08/09/1964,FR,"['Comedy', 'Crime']",12.062,7.1,high votes,13051,90,0,0,"Le gendarme Cruchot est muté à St‐Tropez avec un galon de plus. En arrivant, il se montre d’emblée d’une intransigeance qui étonne ses subalternes. Sa fille éblouie par le luxe de St‐Tropez, pour se faire accepter par ses fils à papa de l’endroit, se fait passer pour la fille d’un richissime Yachtman. Pendant ce temps, Cruchot fait la chasse aux nudistes…",https://image.tmdb.org/t/p/w600_and_h900_bestv2/6510K6Y8eYLf9FJ7O4xaOnwhn2u.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rwjJETCth79zI4FY0ig5wdZjyp8.jpg,"Comedy,Crime",0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0058203,That Man from Rio,L'homme de Rio,1960s,05/02/1964,FR,"['Action', 'Adventure', 'Comedy']",7.265,7.0,high votes,5822,112,0,0,"Le deuxième classe Adrien Dufourquet est témoin de l'enlèvement de sa fiancée Agnès, fille d'un célèbre ethnologue. Il part à sa recherche, qui le mène au Brésil, et met au jour un trafic de statuettes indiennes.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5RMXPeOffrL8M8Dth69JJYxkw2W.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1oziVuVtJc7BgHRCVLhVJ53u9u3.jpg,"Action,Adventure,Comedy",0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0058232,The Unvanquished,L'insoumis,1960s,25/09/1964,FR,"['Drama', 'Thriller']",2.161,7.0,low votes,908,115,0,0,"Thomas se bat en Algérie dans les rangs de la Légion, un combat qui n'a guère de sens à ses yeux et qu'il finit par abandonner. Réfugié chez une amie à Alger, il n'a plus qu'un espoir, regagner le Luxembourg. Pour se procurer l'argent nécessaire, il accepte de venir en aide à son lieutenant, passé dans les rangs de l'OAS, et participe à la séquestration d'une jeune avocate, Dominique Servet, soumise à la torture de la soif. Apitoyé, Thomas est surpris par l'un des geôliers alors qu'il donne à boire à la malheureuse. Il n'a d'autre solution que de tuer l'importun. Grièvement blessé, il s'entend dire par le médecin qui le panse qu'il doit se faire opérer dans les trois jours...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/r6lU2EJPD9AAuuUVeH611udC1XI.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yQTeX0L7ityf2tI3U3H0bErbIWt.jpg,"Drama,Thriller",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tt0058262,The Killers,À bout portant,1960s,07/07/1964,US,"['Crime', 'Drama', 'Mystery']",5.952,7.0,high votes,8594,93,0,0,"Charlie et Lee, deux tueurs à gages, recherchent et tuent Johnny North, caché dans un institut pour non-voyants. Surpris par l'attitude de leur victime qui n'a pas tenté de fuir ni de leur résister, ainsi que par l'importance de leur prime, les deux tueurs cherchent à en savoir davantage.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/npOo2GWmZhcj6MQjipXbdWuZNeN.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ijVTqtGWNnhl4LQ3CtViFtQUaF0.jpg,"Crime,Drama,Mystery",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
tt0058324,Man's Favorite Sport?,Le sport favori de l'homme,1960s,31/01/1964,US,"['Comedy', 'Romance']",9.483,7.1,high votes,5628,120,0,0,"Si Roger Willoughby a écrit un excellent livre sur la pêche, personne ne se doute qu'il n'aime en fait pas du tout ce sport, et encore moins les poissons. Pourtant, une publiciste va l'inscrire dans un concours de pêche où il va bien devoir gagner pour sauver la face...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/2dAKMXemcI0TWjEwUpLqI7QMpsm.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/1PiGlzTv3RYUaKSeEvKlqVhhvv4.jpg,"Comedy,Romance",0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0058329,Marnie,Pas de printemps pour Marnie,1960s,17/07/1964,US,"['Crime', 'Drama', 'Mystery']",12.892,7.1,high votes,51190,130,2135000,7000000,"Mark Rutland sait qu'à chaque nouvel emploi Marnie Edgar déleste ses employeurs. Intrigué par son comportement et attiré par sa fascinante beauté, il l'engage tout de même comme secrétaire-comptable dans sa maison d'édition. Un jour, la jeune femme s'enfuit avec la caisse. Mark s'aperçoit du vol et donne le choix à Marnie entre le mariage ou la dénonciation à la police.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/fKsvtOMcX2QdRGA3OH8ALp7nkoo.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ClZEb4ddOQ3MwwcCUVxYhHWfSc.jpg,"Crime,Drama,Mystery",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
tt0058390,The Naked Kiss,L'incorruptible,1960s,29/10/1964,US,"['Crime', 'Drama']",9.655,7.2,high votes,8230,90,200000,0,"Après avoir fui son proxénète, Kelly, une prostituée, s'installe à Grantville où elle décroche un emploi d'infirmière à l'hôpital. Tout va bien pour la jeune femme, dont le désir de refaire sa vie est en train de prendre forme au-delà de toutes ses espérances. Lorsqu'elle tombe amoureuse du richissime Grant, c'est le bonheur absolu. Mais celui-ci est un ancien pédophile...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5BtENSssnBDy4AN8OcYev5lGrVe.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oRNdJ70UnEwzn5sJ6MR6hh1AayB.jpg,"Crime,Drama",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0058404,The Night of the Iguana,La nuit de l'iguane,1960s,06/08/1964,US,['Drama'],7.261,7.6,high votes,12292,125,3000000,12000000,"Larry Shannon, un pasteur alcoolique suspendu pour « fornication et blasphème » est contraint de se reconvertir en guide de voyage organisé sur le thème : « Le monde de Dieu vu par un homme de Dieu. » Au Mexique, à la tête d'un groupe de vieilles Américaines, il est l'objet des avances d'une nymphette, au grand désespoir de son chaperon, une bigote hystérique et frustrée qui tentera alors de le faire renvoyer.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/fsMu8GqoIdLZLPTWmrVGJTN7wxI.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wVXLE90KHxMDfNb4mbWFs69Lmkx.jpg,Drama,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0058414,Nothing But a Man,Un homme comme tant d'autres,1960s,27/12/1964,US,"['Drama', 'Romance']",1.72,8.0,medium votes,1764,95,0,0,"Duff Anderson, un jeune Noir, gagne sa vie en travaillant dans les chemins de fer. Un jour, il rencontre Josie, la fille d’un prêtre Noir, passionnée par son métier d’institutrice. Duff et Josie s’éprennent l’un de l’autre et décident de se marier. Ils s’installent en ville mais Duff se rebelle rapidement car il semble avoir quelques difficultés à vivre entouré de Blancs…",https://image.tmdb.org/t/p/w600_and_h900_bestv2/5F2wCQpZ5d17RISlFlMe8xwSvC4.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xTIBm8xHpo0hGcJ3FBb5jtWbM9E.jpg,"Drama,Romance",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0058429,"One Potato, Two Potato","One Potato, Two Potato",1960s,29/07/1964,US,['Drama'],1.313,7.2,low votes,900,83,0,0,"Après son divorce, Julie Cullen s’est installée dans une petite ville des États-Unis où elle mène une vie paisible en compagnie de sa fille. Elle rencontre alors, et épouse, Frank, un employé de bureau noir. Mais le retour de son ex-mari, qui réclame la garde de l’enfant, va faire éclater le couple.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/swKcNNXFJmYLZrSF15OdiK9x5e0.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jV6Q2xEXuSW8eYfCD1I7loBzeVZ.jpg,Drama,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0058458,The Soft Skin,La peau douce,1960s,20/04/1964,FR,"['Drama', 'Romance']",8.164,7.5,high votes,8011,113,0,0,"Un écrivain célèbre, marié à une femme charmante et heureux en ménage, tombe amoureux d'une autre femme.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/9bHHaK5ehIcEWvQc24WgHQYtMeR.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9yPgh3v4itb0ah4XWgGM4BdAtNa.jpg,"Drama,Romance",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0058701,Une Femme Mariée,Une femme mariée,1960s,04/12/1964,FR,"['Drama', 'Romance']",8.496,7.1,high votes,4087,95,120000,0,"Charlotte est l'épouse d'un pilote de ligne, Pierre. Elle a pour amant Robert, un acteur. Le temps d'une journée, les événements vont se précipiter. Elle voit Pierre, qui lui présente un humaniste, Roger Leenhardt ; apprend qu'elle est enceinte mais ignore qui est le père ; et retrouve Robert dans un hôtel où ils parlent longuement de théâtre et d'amour. Pour Charlotte l'heure des grandes décisions a sonné…",https://image.tmdb.org/t/p/w600_and_h900_bestv2/i3KxuoQeuXxQeQuEj2twdEl2dhZ.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/sghiIicSkXstVJwzXhaFi2G0A9O.jpg,"Drama,Romance",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0058863,The 317th Platoon,La 317ème section,1960s,31/03/1965,FR,['War'],4.547,7.3,medium votes,1530,100,66000,306505,"Pendant la guerre d’Indochine, des soldats français et laotiens traversent la jungle pour rejoindre Diên Biên Phu.  En 1954, au Laos. La 317ème section – 4 soldats français et 41 combattants laotiens – a reçu l’ordre de quitter son avant-poste et de se replier vers la plaine de Điện Biên Phủ, où la France s’embourbe. Sous les ordres du jeune et idéaliste sous-lieutenant Torrens, tout juste sorti de Saint-Cyr, et de l’expérimenté adjudant Willsdorf, le groupe doit traverser 150 kilomètres de jungle. Mais les pluies ruisselantes, la nature hostile, et surtout les embuscades tendues par les forces du Viêt-minh communiste les confrontent à un péril permanent.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/wwwAkzomwD3YuQ4eYIu4lHBnZQg.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/veWYYIWNWSuHwasE5C0VM6d8YBh.jpg,War,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tt0058985,Le Bonheur,Le bonheur,1960s,10/02/1965,FR,"['Drama', 'Romance']",6.934,7.6,high votes,8253,80,0,0,"Un menuisier aime sa femme, ses enfants et la nature. Ensuite il rencontre une autre femme, une postière, qui ajoute du bonheur à son bonheur. Toujours très amoureux de sa femme, il ne veut pas se priver, ni se cacher, ni mentir. Un jour de pique-nique en Île-de-France, le drame va se mêler aux délices : l'épouse se noie dans un étang. Le menuisier et la postière vivront ensemble et élèveront les enfants. Ils iront en pique-nique, mais c'est l'automne.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/3Rhe6oVPGCmghZ0M0iqiJkNJu7d.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wPliKFiYaUEYCWWIIFW9mxjiz0G.jpg,"Drama,Romance",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0059037,The Cincinnati Kid,Le Kid de Cincinnati,1960s,15/10/1965,US,['Drama'],10.359,7.2,high votes,17293,102,0,15260000,"A la Nouvelle Orléans, dans les années 1930, le Kid est un champion de poker à la réputation faite. Lorsque Larsey Howard, dit Le King, arrive en ville à la recherche de nouveaux adversaires à sa taille, le Kid y voit la chance de battre un maître du jeu...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ofNWOwLN3rDvtutvw7Mueu4UGXx.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zPKm9BMAXd4P1q8oSyWFLOQTfZI.jpg,Drama,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0059050,The Sleeping Car Murder,Compartiment tueurs,1960s,17/11/1965,FR,"['Crime', 'Drama', 'Mystery']",4.196,7.3,medium votes,2074,95,0,0,"Venue d'Avignon, Bambi s'installe dans le train de nuit Marseille-Paris. Elle y rencontre Daniel, un passager clandestin, à qui elle offre immédiatement une cachette dans son compartiment. Au matin, Daniel découvre que l'une de leurs compagnes de voyage a été assassinée. L'inspecteur Grazziani, chargé de l'enquête, veut retrouver les occupants du compartiment pour les interroger. Mais un tueur le précède à chaque fois. Sentant que Bambi est en danger, Daniel tente désespérément de la protéger. Il aiguille Grazziani sur une piste. La véritable cible du tueur serait la troisième victime, l'actrice Eliane Darrès, et les autres meurtres ne seraient que des miroirs aux alouettes...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/xaSEBerDCVX5PLlUVsiFOKpCjUb.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mIGf9cCzeG4d11a2yrgjbZqTBNW.jpg,"Crime,Drama,Mystery",0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
tt0059051,I complessi,Les Complexés,1960s,15/08/1965,FR,['Comedy'],4.048,7.2,low votes,842,107,0,0,"1/ Une journée décisive de Dino Risi : Raganelli compte bien profiter d'un voyage d'entreprise pour dévoiler sa flamme à Gabriella. Celle-ci se montre réceptive, mais à force de tergiversations et reculades Raganelli va se retrouver entre les bras d'une autre, dont il n'est pas du tout amoureux. 2/ Le Complexe de l'esclave nubienne de Franco Rossi : Apprenant que sa femme à jadis tenu un petit rôle d'esclave nubienne dénudée dans un peplum, le puritain professeur Beozi tente de réparer cet impair en récupérant le film de la scène en question. La scène ayant été censurée, il doit aller le chercher dans les archives de la Censure. 3/ Guillaume « Dents longues » de Luigi Filippo D'Amico : Une chaîne de télévision organise un casting pour sélectionner le nouveau présentateur du journal télévisé. Bertone réussi tous les tests, mais sa denture chevaline pousse le jury à vouloir l'éliminer sans lui en révéler la cause. Bertone se révèle inébranlable.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ubOeYFqjEhtEbG9pswDkZj44kri.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xcs62FxxCaNiKcGgyHuwNEK8Vcy.jpg,Comedy,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0059243,The Great Race,La grande course autour du monde,1960s,01/07/1965,US,"['Action', 'Adventure', 'Comedy']",8.764,7.2,high votes,18582,160,12000000,25333333,"En 1908, une grande course automobile est organisée : New York-Paris, via le Grand Nord, la Sibérie et l'Europe centrale. Le professeur Fate, personnage machiavélique, aidé d'un grimaçant acolyte, tient à gagner la course et décide de tout mettre en oeuvre pour empêcher la victoire de son principal adversaire, le grand Leslie. Six voitures prennent le départ à New York, au milieu d'une foule délirante. Une concurrente inattendue se présente, la journaliste féministe Maggie Dubois, toute de rose vêtue. Bientôt, les voitures du professeur Fate et du grand Leslie sont les dernières à concourir, et la suffragette est recueillie tantôt par l'un, tantôt par l'autre...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/i8ShoFYCoNw1RszPLQyjezNwS5t.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vga7453tBLXDqxeTV2IGUpVgIgk.jpg,"Action,Adventure,Comedy",0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0059358,King Rat,Un Caïd,1960s,27/10/1965,US,"['Drama', 'War']",7.035,7.5,high votes,4780,134,0,0,La captivité dans l'enfer du camp de prisonnier de guerre Changi à Singapour...,https://image.tmdb.org/t/p/w600_and_h900_bestv2/n7gAU8rpSTNsjpUYFp2RbR3TUeY.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/d7yXQaZzKUEV49cCJ7yllYslkpF.jpg,"Drama,War",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tt0059410,The Loved One,Le cher disparu,1960s,11/10/1965,US,['Comedy'],4.963,7.0,high votes,3758,122,0,0,"Dennis Barlow, récemment arrivé d'Hollywood en Angleterre, découvre qu'il doit arranger l'enterrement de son oncle dans le salon funéraire Whispering Glades, très bien organisé et très rentable. Son fantaisie est attrapé par un de leurs cosméticiens, Aimee Thanatogenos. Mais il a trois problèmes - les règles strictes du propriétaire Bienheureux Reverand Glenworthy, la rivalité de l'embaumeur M. Joyboy, et la honte de travailler maintenant à la maison commémorative des animaux de compagnie.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/jH8AhHsk0a5Sq1LXnjxu5gLNpO.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/AjylZxTsFiE7QoCUD01LHtoNxhj.jpg,Comedy,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
