tconst,primaryTitle,title_fr,decade,release_date,production_country,genres,popularity,averageRating,class_vote,numVotes,runtimeMinutes,budget,revenue,overview,poster_url,backdrop_url,genres_stripped,1950s,1960s,1970s,1980s,1990s,FR,US,high votes,low votes,medium votes,Action,Adventure,Biography,Comedy,Crime,Drama,Fantasy,Film-Noir,History,Horror,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt0094812,Bull Durham,Duo à trois,1980s,15/06/1988,US,"['Comedy', 'Romance', 'Sport']",13.492,7.0,high votes,56467,108,7000000,50888000,"Crash Davis, un vétéran du base-ball, est chargé de prendre en main une équipe de première division menée par Nuke LaLoosh. Une groupie de l'équipe hésite entre les deux hommes.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/51nMZjjCJJ5SzEsnAukr2OXJ8AF.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/vnl0fqfuIZc5XuUP6YO3kw0fZfO.jpg,"Comedy,Romance,Sport",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
tt0094828,Camille Claudel,Camille Claudel - Violence et passion,1980s,07/12/1988,FR,"['Biography', 'Drama', 'History']",11.526,7.2,high votes,7011,175,0,3331297,"Camille Claudel voue ses jours et ses nuits à sa passion, la sculpture. Soutenue par son père et son frère Paul, elle rêve d'entrer dans l'atelier du grand maître Auguste Rodin. Après lui avoir démontré son talent et sa détermination à travailler avec lui, Rodin l'engage comme apprentie avec son amie Jessie. Camille tombe rapidement éperdument amoureuse du maître. Elle devient son égérie et ravive son imagination quelque peu éteinte. Très vite, elle travaille de plus en plus pour Rodin...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/gdRn3z6RSYpxP8ykjgKilUGr74p.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uSHPU1uNIDIUrw0Fsd3nizkEx7b.jpg,"Biography,Drama,History",0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
tt0094898,Coming to America,Un prince à New York,1980s,29/06/1988,US,"['Comedy', 'Romance']",32.229,7.1,high votes,213544,117,39000000,288752301,"Dans le royaume africain du Zamunda, le prince Akeem fête ses 21 ans. Ses parents lui ont choisi une épouse, mais Akeem souhaite trouver lui-même la femme idéale. En compagnie de son ami Semmi, il se rend à New York, dans le quartier du Queens.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/fesM5L7mwuuBIRSOA9l7xXSNHH.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9AdRUGOCia8XUqGFvVaENsSfvrX.jpg,"Comedy,Romance",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt0094959,Sound and Fury,De bruit et de fureur,1980s,01/06/1988,FR,['Drama'],4.884,7.3,medium votes,1081,95,0,0,"Bruno, 14 ans, a un très grand retard scolaire et se retrouve dans une classe avec des camarades qui ont les mêmes problèmes. Là, il rencontre la terreur du CES, Jean-Roger, qui le met en contact avec les membres pervers et violents de la bande de Mina. Après une brouille avec Jean-Roger, Bruno est pris en charge par la jeune professeur qui donne des leçons particulières le soir. Grâce à elle, il s'ouvre au monde et à la poésie et surtout il se prend d'affection pour elle.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/yBBVn3wUuGkPB3ViBOs9ipjfbNf.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xBweo68xm3IgCeP4sl8pf95NE9H.jpg,Drama,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0095016,Die Hard,Piège de cristal,1980s,15/07/1988,US,"['Action', 'Thriller']",49.372,8.2,high votes,897056,132,28000000,140767956,"John McClane, policier new‐yorkais, est venu rejoindre pour les fêtes de Noël sa femme Holly, dont il est séparé depuis plusieurs mois, dans le secret espoir d’une réconciliation. Celle‐ci est cadre dans une multinationale japonaise, la Nakatomi Corporation. Son patron, M. Takagi, donne une soirée en l’honneur de ses employés, à laquelle assiste McClane. Tandis qu’il s’isole pour téléphoner, un commando investit l’immeuble et coupe toutes les communications avec l’extérieur.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/1nOVVjbf8ucbeLmIlK5D2kCQQST.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/oIwfoUFfWfESn0Y8u8jv9lc8li1.jpg,"Action,Thriller",0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt0095031,Dirty Rotten Scoundrels,Le plus escroc des deux,1980s,14/12/1988,US,"['Comedy', 'Crime']",12.989,7.4,high votes,74268,110,0,42039085,"Lawrence Jamison est le prince des escrocs. Ses victimes favorites sont les comtesses et autres marquises qui hantent les salles de jeu. Ils les séduit toutes et ses affaires tournent rond. C'est alors que Freddy, escroc aux petits pieds, lui apprend son intention de venir s'installer dans son fief, Beaumont-sur-Mer...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/qNen583OBShaRk8pjxmqYeRwSK9.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zzAnipQc2zv7TILeOWXyOU2WWkw.jpg,"Comedy,Crime",0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0095050,Dominick and Eugene,Nicky et Gino,1980s,18/03/1988,US,['Drama'],3.693,7.0,high votes,3103,111,0,0,,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rWS6R2Yu2ni42cg6dzU7Ee3vy2H.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/IuxLukGNiHg669ftVKrdu2FdI6.jpg,Drama,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0095082,Eight Men Out,Les coulisses de l'exploit,1980s,02/09/1988,US,"['Drama', 'History', 'Sport']",8.719,7.2,high votes,21071,119,6100000,5700000,"L'histoire vraie de l'équipe de base-ball des ""white sox"". En 1918, elle perdit dèlibèrement le championnat national.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/hOdMoFnP6cPh1JKoIgyacWJmU1f.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6v594uUI5VOBjdlxiV0d6EOjvW.jpg,"Drama,History,Sport",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
tt0095243,Gorillas in the Mist,Gorilles dans la brume,1980s,23/09/1988,US,"['Biography', 'Drama']",9.091,7.0,high votes,27908,129,22000000,0,"En 1966, Dian Fossey, une jeune Américaine, obtient l'autorisation d'aller recenser les gorilles dans les montagnes du Zaïre. Avec un pisteur, Sembagare, elle réussit à s'installer à proximité d'un groupe de primates et à s'en faire accepter. Mais une guerre civile déchire le Zaïre, et Dian doit quitter le pays. Elle se réfugie au Rwanda où elle crée, sur les hauts plateaux, le centre de recherche de Karisoke. Là, elle déclare la guerre aux braconniers qui vendent les jeunes gorilles aux zoos et coupent les mains et les têtes des singes pour en faire des souvenirs. Elle s'attire de nombreuses inimitiés, qui mettent sa vie en danger...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/aFnxnc7q40vHdlE0UiEJYhtWuPe.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jyoqpn2DcMrBouWkbl7551kpwue.jpg,"Biography,Drama",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0095250,The Big Blue,"Le grand bleu, version longue",1980s,10/05/1988,FR,"['Adventure', 'Drama', 'Sport']",16.646,7.5,high votes,52930,168,14390509,0,"C'est l'histoire de deux apnéistes, Jacques Mayol et Enzo Molinari. Leur aventure commence dans les îles grecques dès les années 50. Gamins, les deux plongeurs se disputent déjà tous les records des profondeurs. Vingt ans plus tard, ils se retrouvent concurrents au même championnat. «Le grand bleu», c'est l'amitié de ces deux hommes, liés définitivement à la mer.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/44QEkafepQe753YDu3Z1JtWYQJE.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2oum8FkgH1AiDWhmhEw8nbtoHdJ.jpg,"Adventure,Drama,Sport",0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tt0095497,The Last Temptation of Christ,La Dernière Tentation du Christ,1980s,28/05/1988,US,['Drama'],16.709,7.5,high votes,59425,164,7000000,8373585,"L'évocation de la vie de Jésus Christ, écartelé entre son humanité et sa divinité.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/oPEvZqCGG2bbMfxWZWtay0LEqOh.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/r76RjsexxdOM5GAhTRo7FRxdm3c.jpg,Drama,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0095511,La lectrice,La lectrice,1980s,17/08/1988,FR,"['Comedy', 'Drama']",2.329,7.0,medium votes,1727,99,0,0,"Fascinée par Marie, l'héroïne du roman 'La lectrice', Constance décide à son tour de faire de la lecture à domicile à des gens esseulés. Après avoir passé une petite annonce, elle fait la connaissance d'Eric, un adolescent handicapé, et de ses autres 'clients' : une fillette espiègle, une veuve de général marxiste dans l'âme, un P-DG névrosé qui se fait lire 'L'amant' de Marguerite Duras, ou encore un magistrat à la retraite, grand admirateur des sulfureux écrits du Marquis de Sade.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/oElAqwPGT0FQVoZ6UZyoyL5BYcW.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2fZgJKHakwvOEKGibtGLGdpaAMg.jpg,"Comedy,Drama",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0095513,The Legend of the Holy Drinker,La légende du saint buveur,1980s,01/09/1988,FR,['Drama'],3.568,7.1,medium votes,1952,128,0,0,"Un vieux monsieur élégant et mystérieux choisit parmi plusieurs clochards qui peuplent les quais de la Seine Andreas Kartak, ancien mineur de Silésie, ayant fait de la prison pour meurtre. Il remet à son protégé un prêt de 200 francs qu'Andreas doit rapporter le dimanche matin après la messe, à l’église Sainte-Marie des Batignolles où se trouve la statue de sainte Thérèse de Lisieux. Ce prêt inespéré va précipiter la vie d'Andreas qui va rencontrer une série de personnages clés, personnages qui le détermineront à rapporter le billet à la sainte.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/bjAh3twWB7Kl1RH2xkTNXAZcgMl.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/cMDGYZVrx7CPvFmkkMFIPBLAM49.jpg,Drama,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0095567,La maison assassinée,La maison assassinée,1980s,01/02/1988,FR,"['Crime', 'Drama', 'Mystery']",2.67,7.0,low votes,614,110,0,0,"A son retour de la guerre de 14, Séraphin apprend que sa famille a été égorgée. Il retrouve des documents qui lui indiquent les coupables. Mais les présumés assassins meurent avant qu'il ne puisse accomplir sa terrible vengeance.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/toO7ehpvoLbuRkc3Ftq4B7hjPiN.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iFxYTD3oa0ZzieMG5u7z8QBWnVX.jpg,"Crime,Drama,Mystery",0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
tt0095631,Midnight Run,Midnight Run,1980s,20/07/1988,US,"['Action', 'Comedy', 'Crime']",14.406,7.5,high votes,88777,126,30000000,38413606,"Jack Walsh, flic intègre, a quitté la police parce qu'il refusait de se laisser acheter par un caïd de la drogue. Il est maintenant chasseur de primes pour le compte d'Eddie Moscone à Los Angeles. Il doit retrouver le comptable qui a réussi à escroquer le fameux caïd, responsable de son changement d'orientation professionnelle.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/vNm45cDA3xsV5x6cHMxYNJxrAPe.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4GNvZJ4ZdhAfpSM47QxMnJYH44r.jpg,"Action,Comedy,Crime",0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0095647,Mississippi Burning,Mississippi Burning,1980s,08/12/1988,US,"['Crime', 'Drama', 'Mystery']",14.945,7.8,high votes,103700,128,15000000,34604000,"Alors qu'ils roulent sur une autoroute déserte, 3 activistes des Droits Civiques aperçoivent, dans leur rétroviseurs, des phares qui se rapprochent dangereusement. À cet instant, ils ignorent encore qu'ils disparaîtront à tout jamais dans la nuit. Ces meurtres marquent le début de l'une des enquêtes les plus explosives de l'histoire, menée par deux agents du FBI qui vont devoir faire face à une explosion de violence raciale…",https://image.tmdb.org/t/p/w600_and_h900_bestv2/RBsp4xVqAre5VpuF6tbWv8Duve.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/c88YI18SU27Ep6mdbxrGNCiqgjP.jpg,"Crime,Drama,Mystery",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
tt0095705,The Naked Gun: From the Files of Police Squad!,Y a-t-il un flic pour sauver la reine ?,1980s,02/12/1988,US,"['Comedy', 'Crime']",22.867,7.6,high votes,174705,85,12000000,78756177,"Le lieutenant Frank Debrin, le flic le plus gaffeur et le plus nul de tout Los Angeles, enquête sur un dangereux trafiquant de drogue, tandis que toutes les forces de police de la ville ont été mobilisées pour la visite de la Reine d’Angleterre.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/bQsieGMAodtLhVP13JznizC553.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qpjuVCGZvNsbDa4UyxrbAa4Dno3.jpg,"Comedy,Crime",0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt0095765,Cinema Paradiso,Le Cinema Paradis,1980s,17/11/1988,FR,"['Drama', 'Romance']",21.795,8.5,high votes,266425,155,5000000,11990401,"Alfredo vient de mourir. Pour Salvatore, cinéaste en vogue, c’est tout un pan de son passé qui s’écroule. On l’appelait Toto a l’époque. Il partageait son temps libre entre l’office où il était enfant de chœur et la salle de cinéma paroissiale, en particulier la cabine de projection où régnait Alfredo.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ywJsnH7BmM6GmugCvN6ZjIfgSHv.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zoVeIgKzGJzpdG6Gwnr7iOYfIMU.jpg,"Drama,Romance",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0095953,Rain Man,Rain Man,1980s,11/12/1988,US,['Drama'],18.544,8.0,high votes,524084,133,25000000,354825435,"À la mort de son père, Charlie Babbitt hérite d'une vieille Buick qu'il convoitait depuis longtemps, mais se voit spolié de quelque trois millions de francs versés à l'Institution psychiatrique Wallbrook au profit d'un bénéficiaire anonyme. Charlie se rend a Wallbrook et découvre l'heureux bénéficiaire. Il s'agit de Raymond, savant autiste, celui qu'il appelait dans son enfance Rain Man, qui représente ses seuls souvenirs heureux et qui n'est autre que son frère.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/eq9ruJmq8E6Mju7NLoyhcMUQYtQ.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mrfbeWcjgSaZ9NEb0xJMR9xzSeB.jpg,Drama,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0096163,The Vanishing,L'homme qui voulait savoir,1980s,27/10/1988,FR,"['Mystery', 'Thriller']",8.568,7.7,high votes,40599,107,0,0,"Sur la route des vacances, Rex et Saskia s'arrêtent sur une aire d'autoroute. L'homme s'éloigne du véhicule pendant quelques minutes. A son retour, sa compagne a disparu. Fou de douleur, il renonce à sa vie professionnelle et sociale pour se consacrer exclusivement à la recherche de la disparue. Après trois années d'une quête infructueuse, il reçoit une étrange carte postale, dont l'auteur prétend connaître la vérité sur la disparition...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/dh39yMopkpz9jKaTJ9UwedNXZiC.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/pTKFWLYVuS1vlWq9pLgLj22OOWw.jpg,"Mystery,Thriller",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
tt0096256,They Live,Invasion Los Angeles,1980s,23/11/1988,US,"['Action', 'Horror', 'Sci-Fi']",27.003,7.2,high votes,134866,94,4000000,13008928,"John Nada parcourt les routes à la recherche d'un travail comme ouvrier sur les chantiers. Embauché à Los Angeles, il fait la connaissance de Frank Armitage qui lui propose de venir loger dans son bidonville. John va y découvrir une paire de lunettes hors du commun : elles permettent de voir le monde tel qu'il est réellement, à savoir gouverné par des extra-terrestres ayant pris une apparence humaine.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/2955VfrazON6kH2MrYA7V1tFhZx.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ybQY0GgRrSx8hvH97MxOydQlfp1.jpg,"Action,Horror,Sci-Fi",0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
tt0096259,Things Change,Parrain d'un jour,1980s,21/10/1988,US,"['Comedy', 'Crime', 'Drama']",5.927,7.0,high votes,3847,100,0,0,"Gino, cireur de chaussures, accepte de se faire passer pour un caïd de la Mafia, dont il est le sosie, et qui vient de commettre un crime.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ahq6BYZQJxzXpDrOR5jCPx9c3vE.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/lzq2B01WiKCF1oXjxCaIGhomTxd.jpg,"Comedy,Crime,Drama",0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
tt0096288,Landscape in the Mist,Paysage dans le brouillard,1980s,10/09/1988,FR,['Drama'],6.434,8.0,high votes,8912,127,0,0,"Voula, une adolescente accompagnée de son jeune frère Alexandre, décide de traverser la Grèce pour rejoindre l’Allemagne où vit leur père qu’ils n’ont jamais connu. Ensemble, ils se lancent à cœur perdu dans un voyage semé d’embûches et de rencontres masculines parfois dangereuses et souvent décevantes. Mais à la lisière du rêve, les deux enfants avancent sans cesse, sans se décourager, vers la quête de cette figure paternelle absente et idéalisée.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/k4I9q9XrKmOaO95qD1yBxZpEuL0.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aU5eWmxfzuNIFJFOZZI0uwTUzDa.jpg,Drama,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0096289,Torch Song Trilogy,Torch Song Trilogy - Personne n'est parfait!,1980s,14/12/1988,US,"['Comedy', 'Drama', 'Romance']",4.884,7.8,high votes,7505,120,0,4865997,"Arnold enchante les foules d'un cabaret new-yorkais, travesti en chanteuse sous le nom de Virginia Hamm. Juif et homosexuel, il a du mal à faire accepter à sa mère les fantaisies de son mode de vie. Un soir, il rencontre Ed, son premier véritable amour. Mais celui-ci s'avère être un bisexuel qui le partage avec une femme ! Un an plus tard, Arnold se console dans les bras d'Alan, jeune amant tendre, jusqu'à un nouveau bouleversement...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/uoMiWYfycupTa7PxJ1XUwqnN6gO.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uTwArwRhRW6F6KpK7lAehr23aI0.jpg,"Comedy,Drama,Romance",0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0096332,The Unbearable Lightness of Being,L'insoutenable légèreté de l'être,1980s,05/02/1988,US,"['Drama', 'Romance']",8.517,7.3,high votes,37127,171,17000000,10006806,"Le Printemps de Prague vu par un jeune chirurgien passionné par son métier et les femmes et une jeune serveuse devenue photographe qu'il finit par épouser. La beauté du célèbre « Printemps », l'arrivée des Soviétiques, l'exil à Genève, le retour en Tchécoslovaquie...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/ygQlzCnSBbsFX5IJgZHjehO9axM.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wru4lC7aK4BYJzxAOoDI0vlfXL7.jpg,"Drama,Romance",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0096336,Story of Women,Une affaire de femmes,1980s,14/09/1988,FR,"['Drama', 'History', 'Romance']",6.293,7.5,high votes,5249,108,0,0,"Marie, mère de famille, accepte d'aider une jeune voisine à se débarrasser d'un enfant non désiré. Encouragée par le succès, elle entame un processus qui en fera une faiseuse d'anges, et une femme adultère. Mais la dureté de la vie sous le régime de Vichy la rattrape, elle est dénoncée par son mari et finira guillotinée pour l'exemple. Comment la mauvaise conscience de la France de Vichy se soulageait en condamnant à mort et en exécutant Marie, la « faiseuse d'anges ». Une des toutes dernières femmes exécutées en France le 31 juillet 1943.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/j7KYLiRlKvbXSOUM20ylwULeqI0.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/uVyHoOtk7N1e3aEoHIuJbT6IBJg.jpg,"Drama,History,Romance",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
tt0096446,Willow,Willow,1980s,20/05/1988,US,"['Action', 'Adventure', 'Drama']",21.188,7.2,high votes,126244,126,35000000,57269863,"Il était une fois un royaume peuplé de petits habitants appelés les Nelwyns. Ce peuple paisible était dominé de temps immémorial par les Daikinis, gens de grand taille gouvernés par la cruelle reine Bavmorda. Or il advint qu’un prophète annonçât la naissance d’une princesse appelée à détrôner Bavmorda. La terrible reine ordonna alors de tuer céans tous les nouveau-nés du royaume. Elora échappa au massacre et ce fut Willow, un jeune Nelwyn féru de magie, qui la recueillit. Mais Bavmorda n’avait pas dit son dernier mot…",https://image.tmdb.org/t/p/w600_and_h900_bestv2/v0WaeLwdljh1P9MHp989dp5XYDM.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3sF6AibdbTTkswfSRxXEGCt5w6s.jpg,"Action,Adventure,Drama",0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0096754,The Abyss,Abyss,1980s,09/08/1989,US,"['Adventure', 'Drama', 'Mystery']",19.466,7.5,high votes,182607,140,70000000,90000098,"Un commando de la Marine américaine débarque à bord de la station de forage sous-marine DeepCore, afin de porter secours à un sous-marin échoué dans les profondeurs. L'équipe de Bud Brigman accueille ces nouveaux arrivants, ainsi que Lindsey, future ex-femme de Bud. Alors que les travaux de récupération commencent autour du submersible naufragé, l'équipage de DeepCore doit faire face à des phénomènes inexpliqués. Et s'ils n'étaient pas seuls, dans les abysses?",https://image.tmdb.org/t/p/w600_and_h900_bestv2/hHDYBtEPYlss60NBZh00qJT9HTx.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aPB3jFuMSoNFk2uDZ5tX5CIGaSX.jpg,"Adventure,Drama,Mystery",0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
tt0096874,Back to the Future Part II,Retour vers le futur II,1980s,22/11/1989,US,"['Adventure', 'Comedy', 'Sci-Fi']",39.344,7.8,high votes,544384,108,40000000,332000000,"En 1985, Marty McFly a retrouvé sa famille et sa petite amie après un voyage mouvementé dans le passé. Surgit alors Doc Brown, au volant de sa machine à explorer le temps. Il lui enjoint de le suivre dans le futur, en l'an 2015, pour secourir son fils tombé sous la coupe du sinistre Biff Tannen.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/fnjqN51P5rF9vslU9W21SDUNt9N.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iGkZLNllCJH9QqKIAIkg5NSy8I6.jpg,"Adventure,Comedy,Sci-Fi",0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
tt0096895,Batman,Batman,1980s,23/06/1989,US,"['Action', 'Adventure']",45.217,7.5,high votes,384938,126,35000000,411348924,"Violence et corruption règnent dans la ville de Gotham City. La mafia dirige la ville à sa manière, au nez et à la barbe des autorités, complètement dépassées par les événements. Depuis quelques semaines cependant, un mystérieux justicier, drapé dans un costume de chauve-souris, terrorise les malfaiteurs et sème l'inquiétude dans les rangs de la mafia. Une jeune journaliste, Vicki Vale, mène l'enquête. C'est ainsi qu'elle fait la connaissance d'un séduisant mais excentrique milliardaire, Bruce Wayne. Celui-ci n'est autre que Batman, qui l'a déjà sauvée. Elle rencontre également un odieux truand, Jack Napier, bras droit du parrain Carl Grissom...",https://image.tmdb.org/t/p/w600_and_h900_bestv2/cij4dd21v2Rk2YtUQbV5kW69WB2.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/frDS8A5vIP927KYAxTVVKRIbqZw.jpg,"Action,Adventure",0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt0096969,Born on the Fourth of July,Né un 4 juillet,1980s,20/12/1989,US,"['Biography', 'Drama', 'War']",17.735,7.2,high votes,109940,145,14000000,161001698,"Ron Kovic, né un 4 juillet, au jour de l'Indépendance, et fervent patriote, est volontaire pour se battre au Viêt Nam. Il en revient paraplégique et remet en question ses valeurs sur la guerre.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/is9ZZxhUGA7MscRsfwBFwG6e6Vo.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gjZFMKtoJdpEDt3T0dnoiMfXYof.jpg,"Biography,Drama,War",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
tt0097051,What Time Is It?,Quelle heure est-il?,1980s,27/09/1989,FR,"['Comedy', 'Drama']",4.096,7.2,medium votes,1092,97,0,0,"Marcello, avocat romain aisé et vieillissant, vient rendre visite à Michele, son fils, qui effectue son service militaire. Les deux hommes passent la journée ensemble sans que Michele ne réponde aux attentes de son père, qui voudrait mieux le connaître. Le soir approchant, Marcello commence à entrevoir que la vie sans ambition qu'a choisi son fils est à l'opposé de celle qu'il a, lui, érigé en modèle…",https://image.tmdb.org/t/p/w600_and_h900_bestv2/tQ1TQJiA9w6owy9idllduk5M4IU.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jCM01igQObDeN53NXjhIbhuKhiE.jpg,"Comedy,Drama",0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt0097106,A Tale of Springtime,Conte de printemps,1990s,04/04/1990,FR,"['Comedy', 'Drama', 'Romance']",9.366,7.1,high votes,5232,108,0,0,"Jeanne, jeune professeur de philosophie, fait son année de stage dans un lycée de la région parisienne. Le plus souvent, elle habite chez son fiancé Mathieu. Comme il est absent pour une semaine, elle préfère rejoindre son propre studio. Celui-ci est occupé par sa cousine et son fiancé. Jeanne n'ose pas mettre le couple dehors. Elle se rend à l'invitation d'une ancienne amie de l'université, qui pend la crémaillère. Au cours de celle-ci, elle rencontre Natacha qui l'invite chez elle.",https://image.tmdb.org/t/p/w600_and_h900_bestv2/miFnbcthbgBoAaXGAIDHlrRtJ7y.jpg,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6tRdTNdcmdBlTGyJ924ISyJDABA.jpg,"Comedy,Drama,Romance",0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
