nconst,primaryName,birthYear,category,popularity,actor_image,knownForTitles,tconst_in_db
nm0600490,Jim Moody,1949,actor,1.608,https://image.tmdb.org/t/p/w200//dsaBehyeEOCrlmrITfXnU37wXMI.jpg,"tt0080716,tt0089461,tt0191754,tt0085210",['tt0085210']
nm0601377,Fabio Testi,1941,actor,3.109,https://image.tmdb.org/t/p/w200//rSPYBXxsF1xvm5dGd3RKZixy4Jp.jpg,"tt0892318,tt0065249,tt0065777,tt0073155","['tt0073155', 'tt0073626']"
nm0602181,Daniel Moosmann,1936,actor,0.623,https://image.tmdb.org/t/p/w200//4lBTqezEP1Fo2UGNpMQJYvpDU8H.jpg,"tt0305355,tt0424779,tt0207340,tt0087245",['tt0193715']
nm0602985,Tony Moran,1957,actor,2.482,https://image.tmdb.org/t/p/w200//nJMahzNxuRRFbFGXamBOdEuWAaN.jpg,"tt1327699,tt3628704,tt0077651,tt2984576",['tt0077651']
nm0603588,Gaël Morel,1972,actor,1.48,https://image.tmdb.org/t/p/w200//8xGh0cdS2EQPbOjZGfgsCyv70BI.jpg,"tt0380773,tt0111019,tt0313879,tt0922354",['tt0111019']
nm0604335,Nanni Moretti,1953,actor,1.604,https://image.tmdb.org/t/p/w200//zbZr2fbJp1xCX0xG77yUOPpWtHJ.jpg,"tt0208990,tt1456472,tt0098055,tt0109382","['tt0102693', 'tt0109382']"
nm0605363,Michael Moriarty,1941,actor,3.365,https://image.tmdb.org/t/p/w200//2EY162LDxpVVG6g10lm70uxkNJp.jpg,"tt0089767,tt0115956,tt0077025,tt0098844",['tt0089767']
nm0606541,Garrett Morris,1937,actor,2.952,https://image.tmdb.org/t/p/w200//sQKZT393FfkiKLwerDV3Yki0C3b.jpg,"tt0478970,tt0278488,tt0106598,tt0072562",['tt0072820']
nm0607666,Robert Morse,1931,actor,2.83,https://image.tmdb.org/t/p/w200//23LtcAskyppohk1nGM9L97vrUjP.jpg,"tt0061791,tt0804503,tt0176357,tt0059410",['tt0059410']
nm0608012,Joe Morton,1947,actor,8.61,https://image.tmdb.org/t/p/w200//w7rGWWSGKWWukojLbZOQJ5yh9jv.jpg,"tt0103064,tt0111257,tt0338337,tt0796264",['tt0111257']
nm0608714,Scott Mosier,1971,actor,4.636,https://image.tmdb.org/t/p/w200//oEQcuNy9uYGMNq3e49VSJ7oPsJw.jpg,"tt0113749,tt0118842,tt0109445,tt0261392",['tt0118842']
nm0609629,Catherine Mouchet,1959,actress,1.315,https://image.tmdb.org/t/p/w200//cewBjPNq1tmHuPuHiLVyOvWcOD9.jpg,"tt0092090,tt0182597,tt0262699,tt1605769","['tt0092090', 'tt0211359']"
nm0611932,Peter Mullan,1959,actor,8.67,https://image.tmdb.org/t/p/w200//7Y6oHcv719kfYxpWcYAE7wXzE7C.jpg,"tt0206634,tt1204340,tt0318411,tt1568911",['tt0151691']
nm0612321,Richard Mulligan,1932,actor,4.57,https://image.tmdb.org/t/p/w200//7x086anXSprnyWfa1zFih0RtG42.jpg,"tt0065988,tt0095776,tt0094455,tt0075584",['tt0058429']
nm0613284,Silvia Munt,1957,actress,1.633,https://image.tmdb.org/t/p/w200//h2B7O6UVIdlfFmCEtTI1cqT2bNF.jpg,"tt0461180,tt0922568,tt5135460,tt0101290",['tt0120090']
nm0615540,Tony Musante,1936,actor,3.182,https://image.tmdb.org/t/p/w200//5OrTFkBfDZzUHZ0m1wojAD83npu.jpg,"tt0498399,tt0065143,tt0069646,tt0061814",['tt0061814']
nm0616361,Amparo Muñoz,1954,actress,2.599,https://image.tmdb.org/t/p/w200//lwH1FIxCwje7Cx5kEh6TCDLYPeV.jpg,"tt0084679,tt0180146,tt0466624,tt0116869",['tt0079517']
nm0617736,Macha Méril,1940,actress,3.088,https://image.tmdb.org/t/p/w200//6y5tnXwYFwOt7MgUEsN3mX787e4.jpg,"tt0061395,tt0089960,tt0073582,tt0058701","['tt0058701', 'tt0089960']"
nm0618651,Samy Naceri,1961,actor,8.865,https://image.tmdb.org/t/p/w200//yT3QZbpp6Pd6xJ2FzxESQ7sDudm.jpg,"tt0152930,tt0183869,tt0295721,tt0804540",['tt0152930']
nm0619600,Philippe Nahon,1938,actor,2.653,https://image.tmdb.org/t/p/w200//CHlLvN1GCXb78eB418z9yfhrSu.jpg,"tt0157016,tt0338095,tt0218871,tt0290673",['tt0157016']
nm0619651,Ajay Naidu,1972,actor,1.926,https://image.tmdb.org/t/p/w200//tOvD8yveJ4Aq10LICADK3wS3dwE.jpg,"tt0151804,tt0272152,tt0306047,tt0307987",['tt0151804']
nm0620756,Jack Nance,1943,actor,1.709,https://image.tmdb.org/t/p/w200//fN9LyZnztco8Tk7NpV0JiGnFkIy.jpg,"tt0087182,tt0100935,tt0090756,tt0074486","['tt0074486', 'tt0092618']"
nm0620964,Isabelle Nanty,1962,actress,8.852,https://image.tmdb.org/t/p/w200//9EQOZfhnqTL8enSFGFHMVU99q2P.jpg,"tt0108500,tt0211915,tt0356999,tt0353243",['tt0100747']
nm0621625,Francisco Nascimento,1972,actor,0.84,https://image.tmdb.org/t/p/w200//zLIdpKIpShG4WjVbZHXhdpp8FlD.jpg,"tt0495660,tt0118823,tt0120064,tt0347087",['tt0118823']
nm0622070,Marie-José Nat,1940,actress,1.788,https://image.tmdb.org/t/p/w200//qmsdrOeTWlNHgKqoChqC8iYDpOE.jpg,"tt0072371,tt0335385,tt0258011,tt0055651",['tt0060482']
nm0623605,Edwin Neal,1945,actor,0.704,https://image.tmdb.org/t/p/w200//ltosUj8qUhPS82mhDxP9avpHjCC.jpg,"tt0107626,tt0089181,tt0072271,tt1327585",['tt0072271']
nm0624383,Toshie Negishi,1954,actress,1.974,https://image.tmdb.org/t/p/w200//wPm2LVQ8bQml329ocOXbmFG2Rff.jpg,"tt0235198,tt0468846,tt0100998,tt3398268",['tt0100998']
nm0625075,Kate Nelligan,1950,actress,8.317,https://image.tmdb.org/t/p/w200//a2BUOy9A9WlvTfe8s4gn0MZfPa5.jpg,"tt0124315,tt0120873,tt0102713,tt0101912",['tt0086593']
nm0625522,Kenneth Nelson,1930,actor,1.22,https://image.tmdb.org/t/p/w200//nAivANxDm8TPKP9mGd8alg53ObZ.jpg,"tt0085863,tt0093177,tt0040996,tt0065488",['tt0065488']
nm0625699,Ricky Nelson,1940,actor,4.512,https://image.tmdb.org/t/p/w200//fvWAXwzWngbafC2DrCHjDPM0tfO.jpg,"tt0044230,tt0171580,tt0110912,tt0053221",['tt0053221']
nm0625735,Sean Nelson,1980,actor,6.268,https://image.tmdb.org/t/p/w200//t6D4dQN6jZPsqspDarEGqNF80J1.jpg,"tt0224853,tt0161100,tt0109842,tt1464580","['tt0109842', 'tt0161100']"
nm0626259,Franco Nero,1941,actor,17.071,https://image.tmdb.org/t/p/w200//uiCrTolkOqpZYVxveMZeBx7sjZO.jpg,"tt1853728,tt0060315,tt0099423,tt4425200",['tt0063010']
nm0628017,Barry Newman,1938,actor,6.358,https://image.tmdb.org/t/p/w200//lO5YVjEjM9zHsZ8kjz4QtGy7Der.jpg,"tt0116040,tt0067927,tt0165854,tt0131325",['tt0067927']
nm0630453,Daria Nicolodi,1950,actress,2.799,https://image.tmdb.org/t/p/w200//7BeyE9kpWZ6SuwR0onXLvteKRXW.jpg,"tt0070568,tt0073582,tt0076786,tt0087909",['tt0070568']
nm0632427,Marina Ninchi,1940,actress,1.586,https://image.tmdb.org/t/p/w200//qUjp14gG56nKlRAjLIboTQXRMik.jpg,"tt0334842,tt0852963,tt0073221,tt0178502",['tt0073221']
nm0634159,Philippe Noiret,1930,actor,8.099,https://image.tmdb.org/t/p/w200//13vb0RuOI0t8I1y04pnz81vLptl.jpg,"tt0095765,tt0110877,tt0082206,tt0065112","['tt0048499', 'tt0056581', 'tt0061343', 'tt0070130', 'tt0071622', 'tt0072053', 'tt0073219', 'tt0073864', 'tt0082206', 'tt0083226', 'tt0088002', 'tt0093453', 'tt0095765', 'tt0098596', 'tt0100851']"
nm0635826,Jan Norris,1940,actress,0.968,https://image.tmdb.org/t/p/w200//nISCeFHnl7Vfd6bqYHDLk1nHEFM.jpg,"tt0055680,tt0054862,tt0053065,tt0055471",['tt0053065']
nm0636065,Sheree North,1932,actress,4.489,https://image.tmdb.org/t/p/w200//g2RUXDKsZVnUgKZm4xXMWHY8muA.jpg,"tt0069865,tt0067333,tt0099286,tt0072737",['tt0050771']
nm0636146,Nadine Nortier,1948,actress,1.4,https://image.tmdb.org/t/p/w200//u7zMaNb1NvhOJEbBI3t4FTMqFyJ.jpg,"tt0061996,tt5235768,tt8259098",['tt0061996']
nm0636694,Michael Nouri,1945,actor,13.852,https://image.tmdb.org/t/p/w200//4fqIgEp0REKkAzif9ZWPOTJrIRc.jpg,"tt0085549,tt0093185,tt1041829,tt0362227",['tt0093185']
nm0639054,François Négret,1966,actor,1.646,https://image.tmdb.org/t/p/w200//eX9JSG8RHAhFf8d1CMn3yeJMvrW.jpg,"tt0792948,tt0094959,tt0092593,tt0168091",['tt0094959']
nm0639613,Joan O'Brien,1936,actress,4.633,https://image.tmdb.org/t/p/w200//t2k99bcDvoWAKH3cBPzfjcr3EcV.jpg,"tt0053143,tt0057765,tt0053580,tt0057191",['tt0053143']
nm0640560,Hugh O'Conor,1975,actor,3.582,https://image.tmdb.org/t/p/w200//2eXLWxV2DGGtAPzpbDZ0eHv9RrO.jpg,"tt0241303,tt0097937,tt0108333,tt0115033",['tt0115033']
nm0640621,Judith O'Dea,1945,actress,3.363,https://image.tmdb.org/t/p/w200//nihfq3xdU22xnxHKmqA0Mv9rUvv.jpg,"tt3283802,tt0870176,tt3387174,tt0063350",['tt0063350']
nm0641168,Brian O'Halloran,1969,actor,6.037,https://image.tmdb.org/t/p/w200//c8bhTxVxhN4DMrJeCnu5usutbY5.jpg,"tt0261392,tt0113749,tt0109445,tt0424345",['tt0109445']
nm0641517,Tim O'Kelly,1941,actor,1.54,https://image.tmdb.org/t/p/w200//pmGJnRV3IqMgnUsVWZgcEgxV6zU.jpg,"tt0062568,tt0060011,tt0059968,tt0063671",['tt0063671']
nm0641939,Ryan O'Neal,1941,actor,12.815,https://image.tmdb.org/t/p/w200//tKObpDdQn4jaV1KphgLIlKFudJe.jpg,"tt0066011,tt0070510,tt0069495,tt0072684","['tt0069495', 'tt0070510']"
nm0642198,Jennifer O'Neill,1948,actress,9.955,https://image.tmdb.org/t/p/w200//vjFJFwJKa6QKqLbQnXUyeGZOl6I.jpg,"tt0067803,tt0066301,tt0081455,tt0074686",['tt0067803']
nm0643642,Ilaria Occhini,1934,actress,2.519,https://image.tmdb.org/t/p/w200//mwcr03O81GDEdSKLW7Nm9rR11An.jpg,"tt1405810,tt1267406,tt0050971,tt0099118",['tt0059051']
nm0644680,Bulle Ogier,1939,actress,1.377,https://image.tmdb.org/t/p/w200//5Dt5BN8I1gTCOBG4YsZQT3em8yS.jpg,"tt0074443,tt0068361,tt0071381,tt0062663","['tt0068361', 'tt0071381']"
nm0644685,Pascale Ogier,1958,actress,4.0,https://image.tmdb.org/t/p/w200//m9FN44vugjEA5kRie9fJKnbdPLq.jpg,"tt0082927,tt0078073,tt0085589,tt0087821",['tt0087821']
nm0646037,Daniel Olbrychski,1945,actor,4.649,https://image.tmdb.org/t/p/w200//qQwqsM7pMiTRGw18SsfKvp507GW.jpg,"tt0072021,tt0072446,tt0944835,tt0096332",['tt0079696']
nm0646165,Will Oldham,1970,actor,0.98,https://image.tmdb.org/t/p/w200//wgLAFm5srPMBYdLI2ZbhXIwshWS.jpg,"tt6265828,tt0419677,tt2788732,tt1440345",['tt0093509']
nm0646351,Larisa Oleynik,1981,actress,14.342,https://image.tmdb.org/t/p/w200//i3W6ztn8kTKAaZoLS77Tz9GhP7C.jpg,"tt0108921,tt0115082,tt3612008,tt0147800",['tt0147800']
nm0647130,Marie-Claire Olivia,1931,actress,1.66,https://image.tmdb.org/t/p/w200//9svuvGD0xYUC9MLmm9Pc7VA6KP2.jpg,"tt0042704,tt0043303,tt0042803",['tt0043303']
nm0647921,James Olson,1930,actor,3.227,https://image.tmdb.org/t/p/w200//poeGcRZH9GXvNCfqQn66STpMqhz.jpg,"tt0066769,tt0082970,tt0088944,tt0083550","['tt0063483', 'tt0066769']"
nm0648920,Michael Ontkean,1946,actor,10.669,https://image.tmdb.org/t/p/w200//gzBtbwSCXVYm3EXtj5VlK7Sbs7c.jpg,"tt0081758,tt0098936,tt0076723,tt0409594",['tt0076723']
nm0649803,Meral Orhonsay,1952,actress,1.636,https://image.tmdb.org/t/p/w200//c1KlRU5vBllmsXdTutkbSHJYP0R.jpg,"tt10764324,tt0183459,tt0273524,tt0280819",['tt0084934']
nm0650024,Silvio Orlando,1957,actor,1.708,https://image.tmdb.org/t/p/w200//5mPRxBR3yqjHnbHXIKINgAAHDeH.jpg,"tt0429727,tt0118635,tt1249306,tt0366915","['tt0102693', 'tt0114368']"
nm0650495,Regina Orozco,1964,actress,0.763,https://image.tmdb.org/t/p/w200//fyTgy9TKCxJetrNVGBIQ5gCIDsV.jpg,"tt1567609,tt0015724,tt0110590,tt0117394",['tt0117394']
nm0656428,Debra Paget,1933,actress,16.725,https://image.tmdb.org/t/p/w200//nr8BIKmvUzLltsJX8TLEhGKVe9w.jpg,"tt0049452,tt0042286,tt0049833,tt0052949","['tt0042286', 'tt0043560']"
nm0656521,Eros Pagni,1939,actor,1.701,https://image.tmdb.org/t/p/w200//scIKz8Ordl5ONCO0firEXOJCx0e.jpg,"tt0073582,tt0441773,tt0093058,tt0070061",['tt0070061']
nm0656801,Didier Pain,1947,actor,1.978,https://image.tmdb.org/t/p/w200//vbXWjOcmIM8on9BvuBlM3UuaZzH.jpg,"tt0089670,tt0099669,tt0108500,tt0091288","['tt0099266', 'tt0099669']"
nm0658041,Rossy de Palma,1964,actress,8.777,https://image.tmdb.org/t/p/w200//fcOma4G501QNyDKtRjKXGVSeAnG.jpg,"tt0913425,tt0095675,tt12618926,tt4326444",['tt0113083']
nm0660854,Vanessa Paradis,1972,actress,7.652,https://image.tmdb.org/t/p/w200//guoseiTGqEe6vfV9d5Q5JdMoZvw.jpg,"tt6426028,tt1465487,tt0097995,tt0144201",['tt0144201']
nm0661407,Judy Parfitt,1935,actress,9.539,https://image.tmdb.org/t/p/w200//4AJOIPPZEvAj5d55ci6x4zgxcD.jpg,"tt1178522,tt0109642,tt0335119,tt0120631",['tt0109642']
nm0661759,Andréa Parisy,1935,actress,1.618,https://image.tmdb.org/t/p/w200//5ogiMX0QQkhf5dioenRY6YHgXUb.jpg,"tt0096658,tt0060474,tt0064645,tt0056917","['tt0052318', 'tt0060474']"
nm0662321,Jameson Parker,1947,actor,2.419,https://image.tmdb.org/t/p/w200//hQeGaeTGATTDFDvC13FFnHruV2c.jpg,"tt0091281,tt0093777,tt0085296,tt0081930",['tt0084899']
nm0663935,Paul A. Partain,1946,actor,3.316,https://image.tmdb.org/t/p/w200//laJJQ2N032xzJKF1qyZXwEFmGZL.jpg,"tt0072271,tt0076637,tt0110978,tt0073600",['tt0072271']
nm0664243,Christine Pascal,1953,actress,3.073,https://image.tmdb.org/t/p/w200//i7VV4lSF8fgl0nfzUQV6RED6WJF.jpg,"tt0218289,tt0112291,tt0105131,tt0072053","['tt0072053', 'tt0074888']"
nm0664388,Isabelle Pasco,1966,actress,1.793,https://image.tmdb.org/t/p/w200//yaXcotk1Ym5mktHsT0PXxYK815T.jpg,"tt0103166,tt0178642,tt0102722,tt0126737",['tt0103932']
nm0665082,Rosana Pastor,1960,actress,3.578,https://image.tmdb.org/t/p/w200//mSFud1jV0Ge8opa4isA0qDfDM8H.jpg,"tt0485180,tt0270480,tt0114671,tt1243380",['tt0114671']
nm0667542,Marisa Pavan,1932,actress,2.712,https://image.tmdb.org/t/p/w200//6ovw7Qf1kBnHz0RFbYddRNZ6BYs.jpg,"tt0045323,tt0049474,tt0048563,tt0053290",['tt0049474']
nm0668976,Mary Vivian Pearce,1947,actress,1.491,https://image.tmdb.org/t/p/w200//8sMhO1VeTpPGFPvtXwGAs8b1Vqt.jpg,"tt0069089,tt0072979,tt0127514,tt0111127",['tt0072979']
nm0670946,Amza Pellea,1931,actor,0.98,https://image.tmdb.org/t/p/w200//eVfoOW8XLMANzaVg8ddIxFvKdg8.jpg,"tt0062814,tt0075024,tt0060482,tt0079615",['tt0060482']
nm0671186,Pina Pellicer,1934,actress,7.868,https://image.tmdb.org/t/p/w200//jrOkmpQbUFQJmtTBnr98hGiKuw5.jpg,"tt0054042,tt0055945,tt0055257,tt0056422",['tt0055257']
nm0671231,Matti Pellonpää,1951,actor,2.094,https://image.tmdb.org/t/p/w200//1Qzhkkp3wFE2NMGKVyOra9931q2.jpg,"tt0102536,tt0100534,tt0092149,tt0105750",['tt0105750']
nm0673034,Didi Perego,1935,actress,2.084,https://image.tmdb.org/t/p/w200//9xHul6trDwdRq6hglZRfhPmYYMB.jpg,"tt0122207,tt0056130,tt0084423,tt0052961",['tt0052961']
nm0674540,Gigi Perreau,1941,actress,0.895,https://image.tmdb.org/t/p/w200//wnEAkNWWJ747k0F5YSdkaerXben.jpg,"tt0042952,tt0061850,tt0049120,tt0055097",['tt0043873']
nm0674742,Jacques Perrin,1941,actor,2.814,https://image.tmdb.org/t/p/w200//5HRh3Ae5pbLB4sUgBz4Rzr9sSPJ.jpg,"tt0237534,tt0065234,tt0372824,tt0095765","['tt0058863', 'tt0059050', 'tt0060630', 'tt0074400', 'tt0075885']"
nm0674781,Valerie Perrine,1943,actress,9.44,https://image.tmdb.org/t/p/w200//dOCVB0kK79ndxIp1ybdArlgka4j.jpg,"tt0071746,tt0839995,tt0081573,tt0078346",['tt0071746']
nm0674816,Claude Perron,1966,actress,3.551,https://image.tmdb.org/t/p/w200//dyR2HjTzWo5qBqUs5msvowQpeu5.jpg,"tt11541872,tt1183276,tt0115658,tt2024343",['tt0115658']
nm0675413,Maria Perschy,1938,actress,3.818,https://image.tmdb.org/t/p/w200//dGTfS6yM7UV6Zv76leRFFnwelIJ.jpg,"tt0159194,tt0058324,tt0057811,tt0056335",['tt0058324']
nm0676973,William Petersen,1953,actor,11.067,https://image.tmdb.org/t/p/w200//844k8tbN8mr5Nk69Ge2yzFR4k9r.jpg,"tt0247082,tt0091474,tt0090180,tt1307068","['tt0090180', 'tt0091474']"
nm0677595,Pascale Petit,1938,actress,3.289,https://image.tmdb.org/t/p/w200//dM46mmXzvNL2Ys5Y8DUFVU55HWb.jpg,"tt0059059,tt0052339,tt0056401,tt0050997",['tt0052318']
nm0677840,Aleksey Petrenko,1938,actor,1.024,https://image.tmdb.org/t/p/w200//k0AAbQmtOhnKFkDPZgZCV63khTm.jpg,"tt0076954,tt0064553,tt0488478,tt0075225",['tt0120125']
nm0678059,Antonio Petrocelli,1953,actor,1.572,https://image.tmdb.org/t/p/w200//iqYdxG48zrWbVJO05H1yb43467u.jpg,"tt0208990,tt0118054,tt0093489,tt0140547",['tt0114368']
nm0678238,Sonia Petrovna,1952,actress,3.175,https://image.tmdb.org/t/p/w200//6jG472XNg93bbEYHSMAd5BX9ukS.jpg,"tt0068883,tt0043229,tt0069708,tt0069120",['tt0069120']
nm0678982,Michel Peyrelon,1936,actor,2.751,https://image.tmdb.org/t/p/w200//dKMISmas4aqxaGKGERPQBs7gcFi.jpg,"tt0108500,tt0077563,tt0275822,tt0168319",['tt0071449']
nm0679251,Vicky Peña,1954,actress,1.614,https://image.tmdb.org/t/p/w200//yhGkynEpk134bjNLnu4BbhijGr7.jpg,"tt0310001,tt0093747,tt0095555,tt1785326",['tt0120090']
nm0681954,Vivian Pickles,1931,actress,4.435,https://image.tmdb.org/t/p/w200//aNbtwiqk3hVHp25fdGpHqJiJseX.jpg,"tt0067185,tt0067483,tt0066652,tt0054518",['tt0067185']
nm0682399,Justin Pierce,1975,actor,6.643,https://image.tmdb.org/t/p/w200//tBOf7ySDq5ETGxLcsXfoYM853Gg.jpg,"tt0175997,tt0195945,tt0118783,tt0113540",['tt0113540']
nm0683334,Joseph Pilato,1949,actor,2.965,https://image.tmdb.org/t/p/w200//msCVPwTXO9jWOhY6IGb6FP8oH6b.jpg,"tt0110912,tt0088993,tt0077402,tt0077485",['tt0088993']
nm0684500,Dominique Pinon,1955,actor,8.205,https://image.tmdb.org/t/p/w200//rIPUhNwGSglgKLgMQWz0JNCqIzf.jpg,"tt0211915,tt0112682,tt0101700,tt0118583","['tt0095513', 'tt0101700']"
nm0684521,Gordon Pinsent,1930,actor,5.604,https://image.tmdb.org/t/p/w200//rSIB6bLPrwDMaeJWoEbaoAcdGDT.jpg,"tt0491747,tt2319580,tt0120824,tt0108756",['tt0064177']
nm0684929,Roddy Piper,1954,actor,3.051,https://image.tmdb.org/t/p/w200//3LZvHroOYjUe8mKP3AWL87ML8d7.jpg,"tt0093171,tt0096256,tt3948882,tt0110215",['tt0096256']
nm0685494,Marie-France Pisier,1944,actress,6.627,https://image.tmdb.org/t/p/w200//o7Wcns5bkomH7mVDiYhP2hFHwvR.jpg,"tt0072826,tt0082156,tt0074184,tt0078771","['tt0061113', 'tt0071381', 'tt0078771']"
nm0685632,Paola Pitagora,1941,actress,4.875,https://image.tmdb.org/t/p/w200//gNxVa1Nb8C3pgRgzrP66PFAzeNA.jpg,"tt0059619,tt0172086,tt0172043,tt0173184",['tt0073626']
nm0686375,Michele Placido,1946,actor,5.19,https://image.tmdb.org/t/p/w200//25eRAfm1kGE5kx2iBktONiTTWo8.jpg,"tt0103675,tt0112980,tt0086779,tt0418110",['tt0083226']
nm0687189,Suzanne Pleshette,1937,actress,11.878,https://image.tmdb.org/t/p/w200//vSuO3CnNkoCefZVTpCARNfJPYhr.jpg,"tt0056869,tt0056424,tt0245429,tt0068049",['tt0056869']
nm0689185,Mark Polish,1970,actor,0.6,https://image.tmdb.org/t/p/w200//5HmEhRjyZa1xIiXQeZALsOmm01E.jpg,"tt0469263,tt13853146,tt0162830,tt0261755",['tt0162830']
nm0689187,Michael Polish,1970,actor,2.271,https://image.tmdb.org/t/p/w200//gcwCq1ap4gbSf4Ip3qaTLR7PLFS.jpg,"tt0162830,tt0261755,tt0322659,tt1462411",['tt0162830']
nm0689239,Lina Polito,1954,actress,3.775,https://image.tmdb.org/t/p/w200//lBKAUOxFyEgxO17tQpQ9u3IOqdQ.jpg,"tt0471497,tt0084646,tt0070061,tt0074395",['tt0070061']
nm0689248,Haydée Politoff,1946,actress,4.155,https://image.tmdb.org/t/p/w200//8KKmckVrIbEYmVDO7d6CbtF17B7.jpg,"tt0064488,tt0062753,tt0061495,tt0156222",['tt0061495']
nm0689488,Michael J. Pollard,1939,actor,6.136,https://image.tmdb.org/t/p/w200//tKoA5p1EkdLzkj4DB8PCkxFxbg0.jpg,"tt0061418,tt0096061,tt0093886,tt0098439",['tt0061418']
nm0690051,Max Pomeranc,1984,actor,1.685,https://image.tmdb.org/t/p/w200//s3BWkf1sJCxhiJiC0BzBW2v0Knf.jpg,"tt0116718,tt0832266,tt0108065,tt0113089",['tt0108065']
nm0690150,Daniel Pommereulle,1937,actor,1.22,https://image.tmdb.org/t/p/w200//bpoGURGpkhWOqP982wFWkJrnMZM.jpg,"tt0061495,tt0228418,tt0434547,tt0921863",['tt0061495']
nm0693560,Georges Poujouly,1940,actor,2.629,https://image.tmdb.org/t/p/w200//e66bJa08sX7jVDdE11LYEM2u7AI.jpg,"tt0960172,tt0046911,tt0051378,tt0043686","['tt0043686', 'tt0051378']"
nm0693799,Melvil Poupaud,1973,actor,6.681,https://image.tmdb.org/t/p/w200//p6Woc7Am82KKnGVyxjtgQuGtTWt.jpg,"tt0811080,tt1650048,tt8095860,tt0417189",['tt0115940']
nm0694580,Mala Powers,1931,actress,1.859,https://image.tmdb.org/t/p/w200//9wGpw0kMNCKGKkUsuUxgQMR1B9Q.jpg,"tt0057765,tt0045631,tt0042824,tt0042367",['tt0042367']
nm0694945,Bruno Pradal,1949,actor,0.6,https://image.tmdb.org/t/p/w200//6TE0TgTlpsOMJut4FL1CH6PvXD1.jpg,"tt0168277,tt0168333,tt0168384,tt0086825",['tt0066101']
nm0696031,Ann Prentiss,1939,actress,3.469,https://image.tmdb.org/t/p/w200//ftbrc9yRbautRjYhuAWqDLcZU2y.jpg,"tt0061239,tt0071269,tt0095687,tt0066193",['tt0071269']
nm0696038,Paula Prentiss,1938,actress,5.519,https://image.tmdb.org/t/p/w200//mIraH5dR5teHIQVIYK22HIX3pwP.jpg,"tt0073747,tt0054469,tt0071970,tt0082111","['tt0058324', 'tt0071970']"
nm0696430,J.A. Preston,1932,actor,4.343,https://image.tmdb.org/t/p/w200//dIrnlrYi3ab8uf6qyzZogbEisKo.jpg,"tt0082089,tt0079781,tt0104257,tt0089901",['tt0070726']
nm0697587,Barry Primus,1938,actor,2.835,https://image.tmdb.org/t/p/w200//aHGNNA8YkPQfRavLvLhKodoCkdf.jpg,"tt0179626,tt1034331,tt1661382,tt0082846",['tt0082508']
nm0698764,Robert Prosky,1930,actor,4.233,https://image.tmdb.org/t/p/w200//yV95RE8UGyN8rZYF9W4fOGaAV6U.jpg,"tt0083190,tt0092699,tt0112818,tt0107614","['tt0092699', 'tt0096259', 'tt0112818']"
nm0698998,David Proval,1942,actor,5.79,https://image.tmdb.org/t/p/w200//ku3LWQXiJ80nWgs21fKvTMaR6Ui.jpg,"tt0117331,tt0098546,tt0111161,tt0070379",['tt0070379']
nm0699545,Daniel Prévost,1939,actor,2.044,https://image.tmdb.org/t/p/w200//oXgHTf056G7gjS290Nadn05CbPT.jpg,"tt0119038,tt0133385,tt1264904,tt0356999",['tt0119038']
nm0700869,Amrish Puri,1932,actor,5.002,https://image.tmdb.org/t/p/w200//f9F456K0ydJCIIUS5YSmQWAgEgI.jpg,"tt0083987,tt0093578,tt0087469,tt0112870",['tt0087469']
nm0702841,Ke Huy Quan,1971,actor,11.133,https://image.tmdb.org/t/p/w200//5PfYVcNLs1gGKIo0qwJrvyc2UOZ.jpg,"tt0089218,tt0087469,tt0120903,tt6710474",['tt0087469']
nm0703364,Hugues Quester,1948,actor,1.62,https://image.tmdb.org/t/p/w200//mWrvPSRA0kGvOSO1wWRNrm3rfXC.jpg,"tt0097292,tt0084423,tt0097106,tt0108394",['tt0097106']
nm0705956,Jerzy Radziwilowicz,1950,actor,4.141,https://image.tmdb.org/t/p/w200//4EMjGekfXiW5hRapNrPNgjfH3xu.jpg,"tt0075902,tt0093765,tt0082222,tt0086961",['tt0120665']
nm0706883,Steve Railsback,1945,actor,4.915,https://image.tmdb.org/t/p/w200//wztkAOAQZNGLlbrUrGIhV5cr1S0.jpg,"tt0081568,tt0230169,tt0115624,tt0089489",['tt0081568']
nm0707728,Giovanna Ralli,1935,actress,3.783,https://image.tmdb.org/t/p/w200//khoES4sDb3acRlVhjAMGPQYdvoi.jpg,"tt0060436,tt0063293,tt0066252,tt0075793","['tt0052781', 'tt0053856']"
nm0708873,Bruce Ramsay,1966,actor,5.034,https://image.tmdb.org/t/p/w200//xvVbXMzHqZ0kMs77EScQ76S4gWH.jpg,"tt13847690,tt0116514,tt0106246,tt1291580",['tt0106246']
nm0711805,Elden Henson,1977,actor,10.306,https://image.tmdb.org/t/p/w200//f4oYBfzNTgZUbp8B15rkmYAzdy5.jpg,"tt0138510,tt0453467,tt3322312,tt0289879",['tt0119670']
nm0712935,Michel Ray,1944,actor,1.584,https://image.tmdb.org/t/p/w200//f9YhZADuPRJ43hIw25nGNyga1iF.jpg,"tt0049030,tt0051087,tt0051620,tt0056172",['tt0051087']
nm0714236,Sady Rebbot,1935,actor,1.71,https://image.tmdb.org/t/p/w200//uB89COOQsr5l60QUVGGUUc7CzJX.jpg,"tt0056663,tt0060329,tt12199580,tt1369743",['tt0056663']
