nconst,primaryName,birthYear,category,popularity,actor_image,knownForTitles,tconst_in_db
nm0000003,Brigitte Bardot,1934,actress,4.427,https://image.tmdb.org/t/p/w200//3aANe1BRfboLNAGy5zDjNbroDmk.jpg,"tt0049189,tt0057345,tt0054452,tt0056404","['tt0054452', 'tt0057345']"
nm0000004,John Belushi,1949,actor,13.811,https://image.tmdb.org/t/p/w200//sgemxJjlaULrIQArfRb92mSd3rZ.jpg,"tt0078723,tt0072562,tt0080455,tt0077975","['tt0077975', 'tt0080455']"
nm0000015,James Dean,1931,actor,8.209,https://image.tmdb.org/t/p/w200//5oaDvEoQssXlDt1KSQVl0M4rgBn.jpg,"tt0048028,tt0039123,tt0048545,tt0049261","['tt0048028', 'tt0048545', 'tt0049261']"
nm0000047,Sophia Loren,1934,actress,18.543,https://image.tmdb.org/t/p/w200//94Kglg5dsAgOKG76230FFN7m6W3.jpg,"tt0076085,tt0058335,tt0054749,tt0060121","['tt0055805', 'tt0057171']"
nm0000072,Elizabeth Taylor,1932,actress,8.223,https://image.tmdb.org/t/p/w200//yorDFUiE5VYa8xnT6cD0KsugUd3.jpg,"tt0051459,tt0053318,tt0061184,tt0056937","['tt0042451', 'tt0043924', 'tt0049261', 'tt0051459', 'tt0056937', 'tt0061184']"
nm0000076,François Truffaut,1932,actor,3.483,https://image.tmdb.org/t/p/w200//23ZfIWLdmTVVeGu6OYNGEAUEtdS.jpg,"tt0055032,tt0053198,tt0070460,tt0075860","['tt0064285', 'tt0070460', 'tt0075860']"
nm0000081,Natalie Wood,1938,actress,10.095,https://image.tmdb.org/t/p/w200//tmYB8aXfb5fe2K1wquhRLfMGViu.jpg,"tt0055471,tt0055614,tt0048545,tt0057263","['tt0045186', 'tt0048545', 'tt0055471', 'tt0056048', 'tt0057263', 'tt0059243', 'tt0061089']"
nm0000090,Armin Mueller-Stahl,1930,actor,4.692,https://image.tmdb.org/t/p/w200//yDT9hMg3osAbiWl5YZXTYG4SmGj.jpg,"tt0963178,tt0117631,tt0139809,tt0765443",['tt0100211']
nm0000093,Brad Pitt,1963,actor,32.234,https://image.tmdb.org/t/p/w200//1k9MVNS9M3Y4KejBHusNdbGJwRw.jpg,"tt0356910,tt0114746,tt2935510,tt1210166","['tt0105265', 'tt0110148', 'tt0110322', 'tt0114369', 'tt0114746', 'tt0117665', 'tt0119643', 'tt0137523']"
nm0000095,Woody Allen,1935,actor,12.207,https://image.tmdb.org/t/p/w200//wcPQgZLDibuej1RwNTy1R2U2ZJw.jpg,"tt0118954,tt0091167,tt0079522,tt0075686","['tt0065063', 'tt0069097', 'tt0070707', 'tt0073312', 'tt0074554', 'tt0075686', 'tt0079522', 'tt0081554', 'tt0086637', 'tt0087003', 'tt0097123', 'tt0104466', 'tt0107507', 'tt0113819', 'tt0118954']"
nm0000096,Gillian Anderson,1968,actress,14.868,https://image.tmdb.org/t/p/w200//t4xY4hOg8IhyESUWzEoGmlLNZbO.jpg,"tt0442632,tt2294189,tt0455590,tt0106179",['tt0145734']
nm0000098,Jennifer Aniston,1969,actress,32.217,https://image.tmdb.org/t/p/w200//qPXG41rYdUGldZhMhuZFvmpZKRp.jpg,"tt0108778,tt1564367,tt1723121,tt3442006",['tt0151804']
nm0000099,Patricia Arquette,1968,actress,14.655,https://image.tmdb.org/t/p/w200//jeThSouMatiuRiLkjDvSBLHpmq0.jpg,"tt1065073,tt0108399,tt0145531,tt0412175","['tt0108399', 'tt0109707', 'tt0116922']"
nm0000101,Dan Aykroyd,1952,actor,19.438,https://image.tmdb.org/t/p/w200//9wfs5H22ALQCjnpA2poyVaivLMt.jpg,"tt0080455,tt0118747,tt0102558,tt0087332","['tt0080455', 'tt0086465', 'tt0087332', 'tt0097239', 'tt0105435', 'tt0119229']"
nm0000102,Kevin Bacon,1958,actor,42.89,https://image.tmdb.org/t/p/w200//rjX2Oz3tCZMfSwOoIAyEhdtXnTE.jpg,"tt0361127,tt0164052,tt0327056,tt0087277","['tt0083833', 'tt0100814', 'tt0104257', 'tt0112384', 'tt0113870', 'tt0117665']"
nm0000103,Fairuza Balk,1974,actress,16.615,https://image.tmdb.org/t/p/w200//z5KnPiNLkWxBfYu4GRy1iz37bPX.jpg,"tt0120586,tt0115963,tt0089908,tt0181875",['tt0098575']
nm0000104,Antonio Banderas,1960,actor,30.927,https://image.tmdb.org/t/p/w200//n8YlGookYzgD3cmpMP45BYRNIoh.jpg,"tt0120746,tt0285823,tt1189073,tt0120657","['tt0110148', 'tt0112851']"
nm0000106,Drew Barrymore,1975,actress,30.163,https://image.tmdb.org/t/p/w200//vCg538wASd6UlZcqD0a0KdgwMIQ.jpg,"tt0160127,tt0151738,tt0343660,tt0120631",['tt0120631']
nm0000107,Kim Basinger,1953,actress,20.735,https://image.tmdb.org/t/p/w200//6gLzz9y3v92Fs8VHtKLNdl1h20t.jpg,"tt0337921,tt0095687,tt0119488,tt0096895","['tt0087781', 'tt0096895', 'tt0119488']"
nm0000111,Matthew Broderick,1962,actor,19.866,https://image.tmdb.org/t/p/w200//2Pq8pwOX5ZFfT2p5pNLGfvUi9Pp.jpg,"tt0115798,tt0395251,tt0091042,tt0086567","['tt0086567', 'tt0091042', 'tt0096289', 'tt0097441', 'tt0126886']"
nm0000112,Pierce Brosnan,1953,actor,27.636,https://image.tmdb.org/t/p/w200//mciqKRUdKFGF8CUEMiimcA1sdDN.jpg,"tt0795421,tt0120347,tt0143145,tt0155267",['tt0107614']
nm0000113,Sandra Bullock,1964,actress,34.443,https://image.tmdb.org/t/p/w200//u2tnZ0L2dwrzFKevVANYT5Pb1nE.jpg,"tt0111257,tt1454468,tt1041829,tt0212346","['tt0108596', 'tt0111257', 'tt0117913']"
nm0000114,Steve Buscemi,1957,actor,20.985,https://image.tmdb.org/t/p/w200//lQKdHMxfYcCBOvwRKBAxPZVNtkg.jpg,"tt0162346,tt0105236,tt0116282,tt4686844","['tt0113677', 'tt0117958']"
nm0000115,Nicolas Cage,1964,actor,85.879,https://image.tmdb.org/t/p/w200//mCwOZguo1uOutwMZmrBaCfl0inq.jpg,"tt0119094,tt0435705,tt0113627,tt0117500","['tt0086969', 'tt0093565', 'tt0093822', 'tt0100935', 'tt0105226', 'tt0113627', 'tt0117500', 'tt0119094']"
nm0000117,Neve Campbell,1973,actress,20.716,https://image.tmdb.org/t/p/w200//9fDbXBbrM6L10YrzDJUJowDt8U.jpg,"tt0120082,tt0134084,tt0117571,tt0120890",['tt0117571']
nm0000120,Jim Carrey,1962,actor,17.067,https://image.tmdb.org/t/p/w200//kuSlwTPsVlBMW0cvnFmbZce6PaV.jpg,"tt0109040,tt0315327,tt0110475,tt0338013","['tt0109686', 'tt0120382', 'tt0125664']"
nm0000121,Phoebe Cates,1963,actress,19.812,https://image.tmdb.org/t/p/w200//yqMGG1krjUvj59GYKKk1SDKbVn1.jpg,"tt0083929,tt0101775,tt0086143,tt0087363",['tt0087363']
nm0000123,George Clooney,1961,actor,14.744,https://image.tmdb.org/t/p/w200//kHiVY6r1k6juXrNetAYk2jILqn9.jpg,"tt1193138,tt1124035,tt0465538,tt0433383","['tt0116367', 'tt0120188', 'tt0120780']"
nm0000125,Sean Connery,1930,actor,15.735,https://image.tmdb.org/t/p/w200//dXQj9iz41GunGRJqXvdf5ST1P1g.jpg,"tt0055928,tt0117500,tt0091605,tt0094226","['tt0058329', 'tt0073341', 'tt0091605', 'tt0094226', 'tt0097576', 'tt0099810', 'tt0117500', 'tt0145734']"
nm0000126,Kevin Costner,1955,actor,68.637,https://image.tmdb.org/t/p/w200//bykmxJHLfbFM3NT05RZXhx8YTzF.jpg,"tt0119925,tt0102798,tt0103855,tt0099348","['tt0090022', 'tt0093640', 'tt0094226', 'tt0094812', 'tt0102138', 'tt0107808', 'tt7763324']"
nm0000128,Russell Crowe,1964,actor,51.839,https://image.tmdb.org/t/p/w200//fbzD4utSGJlsV8XbYMLoMdEZ1Fc.jpg,"tt0268978,tt1707386,tt0119488,tt0172495","['tt0119488', 'tt0140352']"
nm0000129,Tom Cruise,1962,actor,29.096,https://image.tmdb.org/t/p/w200//8qBylBsQf4llkGrWR3qAsOtOU8O.jpg,"tt0325710,tt0092099,tt0116695,tt0120755","['tt0090863', 'tt0095953', 'tt0096969', 'tt0104257', 'tt0110148', 'tt0116695', 'tt0117060', 'tt0175880']"
nm0000130,Jamie Lee Curtis,1958,actress,13.024,https://image.tmdb.org/t/p/w200//9KWvPVeiLOXlOGl0XVyHZtJWQtx.jpg,"tt1502407,tt0120694,tt0111503,tt6710474","['tt0077651', 'tt0095050', 'tt0111503']"
nm0000131,John Cusack,1966,actor,24.23,https://image.tmdb.org/t/p/w200//a6Fd7fyRtyBrxIVdEcIJBYAJPG6.jpg,"tt0098258,tt0146882,tt0119229,tt0450385","['tt0088794', 'tt0090103', 'tt0095082', 'tt0098258', 'tt0109348', 'tt0119229', 'tt0120601']"
nm0000132,Claire Danes,1979,actress,15.032,https://image.tmdb.org/t/p/w200//ustSV3r790QyskweHVC2XqDWs7U.jpg,"tt0274558,tt1796960,tt0117509,tt0108872",['tt0119978']
nm0000133,Geena Davis,1956,actress,15.3,https://image.tmdb.org/t/p/w200//bx9ufx5cS7FfHDFFeT71syBh428.jpg,"tt0103074,tt0104694,tt0091064,tt0116908","['tt0094721', 'tt0103074', 'tt0104694']"
nm0000134,Robert De Niro,1943,actor,53.905,https://image.tmdb.org/t/p/w200//cT8htcckIuyI1Lqwt1CvD02ynTh.jpg,"tt0081398,tt0075314,tt0101540,tt0077416","['tt0070379', 'tt0071562', 'tt0075314', 'tt0081398', 'tt0085794', 'tt0087843', 'tt0091530', 'tt0094226', 'tt0095631', 'tt0099077', 'tt0099685', 'tt0101540', 'tt0106489', 'tt0108330', 'tt0112641', 'tt0113277', 'tt0117665', 'tt0118887', 'tt0120885', 'tt0122690']"
nm0000136,Johnny Depp,1963,actor,35.681,https://image.tmdb.org/t/p/w200//ilPBHd3r3ahlipNQtjr4E3G04jJ.jpg,"tt0383574,tt0408236,tt0325980,tt0449088","['tt0087800', 'tt0099487', 'tt0106307', 'tt0106387', 'tt0108550', 'tt0109707', 'tt0119008', 'tt0120669']"
nm0000137,Bo Derek,1956,actress,17.431,https://image.tmdb.org/t/p/w200//mmCo56529hEkYZ2KV9ilWS8HXRX.jpg,"tt0114694,tt0086987,tt0083170,tt0099656",['tt0114694']
nm0000138,Leonardo DiCaprio,1974,actor,63.934,https://image.tmdb.org/t/p/w200//wo2hJpn04vbtmh0B9utCFdsQhxM.jpg,"tt0120338,tt0993846,tt1375666,tt0407887","['tt0108330', 'tt0108550', 'tt0112461', 'tt0120338']"
nm0000139,Cameron Diaz,1972,actress,13.762,https://image.tmdb.org/t/p/w200//d4f4cQ9EiYuvNMjT1IB2h06KoRx.jpg,"tt0259711,tt0119738,tt0129387,tt0160127","['tt0120601', 'tt0129387']"
nm0000140,Michael Douglas,1944,actor,13.957,https://image.tmdb.org/t/p/w200//rNE2O4JvDfDS7yd869tNwnkgYq7.jpg,"tt0093010,tt0094291,tt0103772,tt1291580","['tt0078966', 'tt0094291', 'tt0103772', 'tt0106856', 'tt0119174']"
nm0000142,Clint Eastwood,1930,actor,29.72,https://image.tmdb.org/t/p/w200//okP7SeXKP3tw9Y3YTVWLIZAMdm8.jpg,"tt0105695,tt0405159,tt1205489,tt0112579","['tt0060196', 'tt0061747', 'tt0065938', 'tt0066819', 'tt0066999', 'tt0068699', 'tt0070355', 'tt0072288', 'tt0075029', 'tt0079116', 'tt0089767', 'tt0105695', 'tt0107206', 'tt0107808', 'tt0112579']"
nm0000144,Cary Elwes,1962,actor,19.813,https://image.tmdb.org/t/p/w200//9UszBdQJ9PmyBydIeIBxlStozhW.jpg,"tt0093779,tt0119468,tt0107977,tt0387564",['tt0097441']
nm0000146,Ralph Fiennes,1962,actor,36.797,https://image.tmdb.org/t/p/w200//tJr9GcmGNHhLVVEH3i7QYbj6hBi.jpg,"tt0108052,tt2278388,tt1372686,tt0387131","['tt0108052', 'tt0110932', 'tt0114558', 'tt0172396']"
nm0000147,Colin Firth,1960,actor,17.165,https://image.tmdb.org/t/p/w200//z6wxnkqSTnzO1tcBui0ss7ehdm9.jpg,"tt1504320,tt1315981,tt0243155,tt2802144",['tt0098575']
nm0000148,Harrison Ford,1942,actor,28.482,https://image.tmdb.org/t/p/w200//ActhM39LTxgx3tnJv3s5nM6hGD1.jpg,"tt0090329,tt0106977,tt0082971,tt0076759","['tt0076759', 'tt0080684', 'tt0082971', 'tt0083658', 'tt0086190', 'tt0087469', 'tt0090329', 'tt0097576', 'tt0106977']"
nm0000149,Jodie Foster,1962,actress,20.395,https://image.tmdb.org/t/p/w200//8DAd9knKivHR4CCStxlNEQXzjIh.jpg,"tt0075314,tt0476964,tt0102926,tt0094608","['tt0075314', 'tt0102926', 'tt0110478', 'tt0118884']"
nm0000150,Michael J. Fox,1961,actor,16.73,https://image.tmdb.org/t/p/w200//2JB4FMgQmnhbBlQ4SxWFN9EIVDi.jpg,"tt0116365,tt0115369,tt0088763,tt0096874","['tt0088763', 'tt0096874', 'tt0099088']"
nm0000151,Morgan Freeman,1937,actor,64.588,https://image.tmdb.org/t/p/w200//jPsLqiYGSofU4s6BjrxnefMfabb.jpg,"tt1057500,tt0405159,tt0114369,tt0097239","['tt0080474', 'tt0097239', 'tt0097441', 'tt0097722', 'tt0105695', 'tt0111161', 'tt0114369', 'tt0118607']"
nm0000152,Richard Gere,1949,actor,29.934,https://image.tmdb.org/t/p/w200//lWjnKsszeYaY7McFPyyQxK2gONV.jpg,"tt0084434,tt0299658,tt0100405,tt0119395","['tt0077405', 'tt0084434', 'tt0100405', 'tt0117381']"
nm0000153,Gina Gershon,1962,actress,24.889,https://image.tmdb.org/t/p/w200//khuZCNBmgNJ5jC4ejCkcsc8k79p.jpg,"tt0115736,tt0119094,tt1726669,tt0114436",['tt0115736']
nm0000154,Mel Gibson,1956,actor,29.328,https://image.tmdb.org/t/p/w200//tiEthYwONZGfGPBcY6tGpbqpLFE.jpg,"tt0118883,tt0104714,tt0117438,tt0112573","['tt0086993', 'tt0093409', 'tt0097733', 'tt0110478', 'tt0112573', 'tt0120784']"
nm0000155,Whoopi Goldberg,1955,actress,22.627,https://image.tmdb.org/t/p/w200//wZKI7qcEIVgiHxeFtk3NuKt8URQ.jpg,"tt0108147,tt0099653,tt0105417,tt0088939","['tt0088939', 'tt0099653', 'tt0100046', 'tt0105151']"
nm0000156,Jeff Goldblum,1952,actor,35.987,https://image.tmdb.org/t/p/w200//ceSmXnD0FUSTaq2WIrnZu9caL0t.jpg,"tt0116629,tt0107290,tt2278388,tt0091064","['tt0077745', 'tt0085244', 'tt0107290', 'tt0116629']"
nm0000157,Linda Hamilton,1956,actress,13.876,https://image.tmdb.org/t/p/w200//7FNn9Z5xkRS9EFbGL2tpmpph9xV.jpg,"tt0088247,tt0103064,tt0118928,tt6450804",['tt0103064']
nm0000158,Tom Hanks,1956,actor,83.31,https://image.tmdb.org/t/p/w200//xndWFsBlClOJFRdhSt4NBwiPq2o.jpg,"tt0094737,tt0109830,tt0120815,tt0162222","['tt0094737', 'tt0104694', 'tt0107818', 'tt0109830', 'tt0112384', 'tt0120689', 'tt0120815']"
nm0000160,Ethan Hawke,1970,actor,24.563,https://image.tmdb.org/t/p/w200//a7rgJl8TYUWAfJuM4fxbLHgD7BL.jpg,"tt0381681,tt2209418,tt0112471,tt0139654","['tt0097165', 'tt0102443', 'tt0106246', 'tt0119177']"
nm0000161,Salma Hayek,1966,actress,34.779,https://image.tmdb.org/t/p/w200//1qfYF7NGRObmeKR7IVXUFVIC0CN.jpg,"tt0112851,tt1615065,tt0120891,tt0120679",['tt0112851']
nm0000162,Anne Heche,1969,actress,24.087,https://image.tmdb.org/t/p/w200//65LVuA01bmKCmr8yqY2Ae3IgeC4.jpg,"tt0120461,tt0120828,tt0119008,tt0120885",['tt0120885']
nm0000163,Dustin Hoffman,1937,actor,14.212,https://image.tmdb.org/t/p/w200//yFjTzJHE6AFbwQifOlnNDzmiwlq.jpg,"tt0061722,tt0064665,tt0084805,tt0095953","['tt0061722', 'tt0064665', 'tt0065988', 'tt0070511', 'tt0071746', 'tt0074119', 'tt0074860', 'tt0078326', 'tt0079417', 'tt0084805', 'tt0095953', 'tt0120885']"
nm0000164,Anthony Hopkins,1937,actor,28.62,https://image.tmdb.org/t/p/w200//9ukJS2QWTJ22HcwR1ktMmoJ6RSL.jpg,"tt0412080,tt0212985,tt0102926,tt0975645","['tt0086993', 'tt0102926', 'tt0103874', 'tt0110322', 'tt0113987', 'tt0118607', 'tt0119643']"
nm0000165,Ron Howard,1954,actor,15.949,https://image.tmdb.org/t/p/w200//tDKn6gAgvARdQRfuem2JwyNcP3B.jpg,"tt0870111,tt0268978,tt0112384,tt0367279","['tt0069704', 'tt0075213']"
nm0000166,Helen Hunt,1963,actress,29.647,https://image.tmdb.org/t/p/w200//4SREF7ZmWhveA49PgVDKJe2NRJC.jpg,"tt0103484,tt0162222,tt0117998,tt0119822",['tt0119822']
nm0000168,Samuel L. Jackson,1948,actor,43.511,https://image.tmdb.org/t/p/w200//nCJJ3NVksYNxIzEHcyC1XziwPVj.jpg,"tt0110912,tt4154664,tt0417148,tt3460252","['tt0109842', 'tt0110912', 'tt0112864', 'tt0117913', 'tt0119080', 'tt0119256', 'tt0119396']"
nm0000169,Tommy Lee Jones,1946,actor,32.327,https://image.tmdb.org/t/p/w200//dnfFKIRi4RL77Z84EMiDAuocMrO.jpg,"tt2398231,tt0106977,tt0477348,tt0443272","['tt0106977', 'tt0119654']"
nm0000170,Milla Jovovich,1975,actress,41.283,https://image.tmdb.org/t/p/w200//usWnHCzbADijULREZYSJ0qfM00y.jpg,"tt0119116,tt1220634,tt1220198,tt0120804",['tt0119116']
nm0000172,Harvey Keitel,1939,actor,20.379,https://image.tmdb.org/t/p/w200//pNlfp7K47D1XCyNjmkVsElpHIiN.jpg,"tt2278388,tt0105236,tt0110912,tt0103759","['tt0070379', 'tt0077248', 'tt0084423', 'tt0095497', 'tt0103074', 'tt0103759', 'tt0105236', 'tt0116367', 'tt0118887']"
nm0000174,Val Kilmer,1959,actor,44.288,https://image.tmdb.org/t/p/w200//sWH9jTD0bC5gWhhceUlzfNiNup0.jpg,"tt0373469,tt0101761,tt0235737,tt0120053","['tt0096446', 'tt0108358', 'tt0108399', 'tt0113277']"
nm0000176,Nastassja Kinski,1961,actress,19.629,https://image.tmdb.org/t/p/w200//svYrIUXH59Dd9wp9HBpS1ASvRAu.jpg,"tt0083722,tt0080009,tt0111400,tt0087884","['tt0080009', 'tt0087884', 'tt0120070']"
nm0000177,Kevin Kline,1947,actor,12.308,https://image.tmdb.org/t/p/w200//nbxtPbVNA6CjCXMOf5oqipiZFsW.jpg,"tt0095159,tt0106673,tt0119360,tt0120891","['tt0090022', 'tt0119349']"
nm0000178,Diane Lane,1965,actress,25.321,https://image.tmdb.org/t/p/w200//yFmVATUjhT7kf12CWXnK5l02pJO.jpg,"tt2096673,tt0250797,tt0328589,tt0086066","['tt0079477', 'tt0086216']"
nm0000179,Jude Law,1972,actor,30.858,https://image.tmdb.org/t/p/w200//930t9gZ2Pg3ec8jqXYrUTeN6ERM.jpg,"tt0376541,tt0346156,tt2278388,tt0134119","['tt0119177', 'tt0134119']"
nm0000182,Jennifer Lopez,1969,actress,10.637,https://image.tmdb.org/t/p/w200//80DP8sLNWHxV5EJUQxaA8uaFFxo.jpg,"tt0252076,tt2126357,tt5503686,tt0120780",['tt0120780']
nm0000187,Madonna,1958,actress,6.737,https://image.tmdb.org/t/p/w200//pI6g1iVlUy7cUAZ6AspVXWq4kli.jpg,"tt0106453,tt0116250,tt0246460,tt0104694",['tt0104694']
nm0000188,Steve Martin,1945,actor,14.811,https://image.tmdb.org/t/p/w200//d0KthX8hVWU9BxTCG1QUO8FURRm.jpg,"tt0383216,tt0093886,tt0079367,tt0102250","['tt0079367', 'tt0093748', 'tt0095031', 'tt0098067', 'tt0120176']"
nm0000190,Matthew McConaughey,1969,actor,24.381,https://image.tmdb.org/t/p/w200//sY2mwpafcwqyYS1sOySu1MENDse.jpg,"tt1726669,tt1915581,tt0790636,tt1935179","['tt0106677', 'tt0117913', 'tt0118607', 'tt0118884']"
nm0000193,Demi Moore,1962,actress,20.555,https://image.tmdb.org/t/p/w200//aUBQvC7om71tUATXTkPfCmy5jIS.jpg,"tt0107211,tt0119173,tt0305357,tt0099653","['tt0099653', 'tt0104257']"
nm0000194,Julianne Moore,1960,actress,39.135,https://image.tmdb.org/t/p/w200//3YF19rWusxWfEI59ZM33dFhasRq.jpg,"tt0118749,tt0842926,tt0175880,tt0297884","['tt0106387', 'tt0106977', 'tt0108122', 'tt0118749', 'tt0172396', 'tt0175880']"
nm0000195,Bill Murray,1950,actor,22.578,https://image.tmdb.org/t/p/w200//nnCsJc9x3ZiG3AFyiyc3FPehppy.jpg,"tt1748122,tt0335266,tt0128445,tt0362270","['tt0080487', 'tt0087332', 'tt0103241', 'tt0107048', 'tt0128445']"
nm0000197,Jack Nicholson,1937,actor,17.424,https://image.tmdb.org/t/p/w200//6h12pZsgj3WWjMtykUgfLkLEBWz.jpg,"tt0407887,tt0119822,tt0073486,tt0071315","['tt0064276', 'tt0065724', 'tt0070290', 'tt0071315', 'tt0073486', 'tt0081505', 'tt0086425', 'tt0096895', 'tt0104257', 'tt0119822']"
nm0000198,Gary Oldman,1958,actor,85.607,https://image.tmdb.org/t/p/w200//2v9FVVBUrrkW2m3QOcYkuhq9A6o.jpg,"tt0468569,tt0103874,tt4555426,tt1340800","['tt0100685', 'tt0102138', 'tt0103874', 'tt0110413', 'tt0113870', 'tt0119116']"
nm0000199,Al Pacino,1940,actor,90.85,https://image.tmdb.org/t/p/w200//fMDFeVf0pjopTJbyRSLFwNDm8Wr.jpg,"tt0072890,tt0068646,tt0070666,tt0099422","['tt0067549', 'tt0068646', 'tt0070643', 'tt0071562', 'tt0072890', 'tt0078718', 'tt0086250', 'tt0099674', 'tt0104348', 'tt0105323', 'tt0106519', 'tt0113277', 'tt0119008', 'tt0140352']"
nm0000200,Bill Paxton,1955,actor,17.684,https://image.tmdb.org/t/p/w200//aLdNe6mt1cSi2zWlUYRregzfis5.jpg,"tt0264616,tt0090605,tt0112384,tt0117998","['tt0102592', 'tt0108358', 'tt0111503', 'tt0112384', 'tt0120324']"
nm0000201,Michelle Pfeiffer,1958,actress,45.677,https://image.tmdb.org/t/p/w200//oGUmQBU87QXAsnaGleYaAjAXSlj.jpg,"tt0117247,tt0427327,tt0161081,tt0094947","['tt0086250', 'tt0103776', 'tt0106226']"
nm0000203,River Phoenix,1970,actor,19.967,https://image.tmdb.org/t/p/w200//2kAB7jDmPfEa6BTmXlGcidCzMSz.jpg,"tt0096018,tt0092005,tt0091557,tt0102494","['tt0092005', 'tt0102494']"
nm0000204,Natalie Portman,1981,actress,45.603,https://image.tmdb.org/t/p/w200//edPU5HxncLWa1YkgRPNkSd68ONG.jpg,"tt0376541,tt0110413,tt0434409,tt0947798",['tt0110413']
nm0000205,Parker Posey,1968,actress,13.414,https://image.tmdb.org/t/p/w200//1YXYlqhp8cTO5LP8sBuWVIVmsOE.jpg,"tt0134084,tt0359013,tt0348150,tt0106677",['tt0122529']
nm0000206,Keanu Reeves,1964,actor,94.688,https://image.tmdb.org/t/p/w200//4D0PpNI0kmP58hgrwGC3wCjxhnm.jpg,"tt0133093,tt0111257,tt0234215,tt0102685","['tt0102494', 'tt0102685', 'tt0103874', 'tt0111257', 'tt0133093']"
nm0000207,Christina Ricci,1980,actress,40.732,https://image.tmdb.org/t/p/w200//vsG200qQDBsPo6NT4j37MUkLcPc.jpg,"tt0112642,tt0118789,tt0462200,tt0811080",['tt0118789']
nm0000208,Molly Ringwald,1968,actress,19.958,https://image.tmdb.org/t/p/w200//eXRphPiX18t8C3nCoOuxQFNegqP.jpg,"tt0091790,tt0088128,tt0095169,tt0088847","['tt0088128', 'tt0088847']"
nm0000209,Tim Robbins,1958,actor,17.79,https://image.tmdb.org/t/p/w200//9gQHkqIkvltnAogNSpaMpZsT4SA.jpg,"tt0105151,tt0112818,tt0327056,tt0091225","['tt0094812', 'tt0099871', 'tt0105151', 'tt0108122', 'tt0111161', 'tt0137363']"
nm0000210,Julia Roberts,1967,actress,29.702,https://image.tmdb.org/t/p/w200//AhQMyQ10kz5g8Y3Fp54GPhgDxQS.jpg,"tt0119738,tt0376541,tt0195685,tt0100405","['tt0098384', 'tt0100405']"
nm0000212,Meg Ryan,1961,actress,16.084,https://image.tmdb.org/t/p/w200//eMxHSoTLhMmVL6Mry4dd3k0QCQz.jpg,"tt0120632,tt0128853,tt0108160,tt0098635",['tt0098635']
nm0000213,Winona Ryder,1971,actress,28.435,https://image.tmdb.org/t/p/w200//dlffgYbqr1BllWacVLhAFw23nLl.jpg,"tt0172493,tt0100140,tt0110367,tt0099487","['tt0097493', 'tt0099487', 'tt0103874', 'tt0106226']"
nm0000214,Mia Sara,1967,actress,16.341,https://image.tmdb.org/t/p/w200//ciFYqIYLdaRluqbljpYdeYvnFIw.jpg,"tt0091042,tt0089469,tt0111438,tt0312098",['tt0091042']
nm0000215,Susan Sarandon,1946,actress,24.282,https://image.tmdb.org/t/p/w200//sMbg2gnpbccjfRQrQ6Vz0O77Xrh.jpg,"tt0120686,tt0112818,tt0103074,tt0109446","['tt0071524', 'tt0094812', 'tt0103074', 'tt0104756', 'tt0112818']"
nm0000216,Arnold Schwarzenegger,1947,actor,24.537,https://image.tmdb.org/t/p/w200//zEMhugsgXIpnQqO31GpAJYMUZZ1.jpg,"tt0103064,tt0216216,tt0088247,tt0107362","['tt0093773', 'tt0100802', 'tt0103064', 'tt0111503']"
nm0000218,Kristin Scott Thomas,1960,actress,16.849,https://image.tmdb.org/t/p/w200//uQWIPSCkERllLIdrpxee2Eodfpb.jpg,"tt0280707,tt1602613,tt0109831,tt0116209","['tt0104779', 'tt0111546']"
nm0000221,Charlie Sheen,1965,actor,14.824,https://image.tmdb.org/t/p/w200//sxoSLhXPEL1Hp1yaTpejTLfd1As.jpg,"tt0094291,tt0369179,tt0108333,tt0107144","['tt0091763', 'tt0094291', 'tt0097815']"
nm0000223,Elisabeth Shue,1963,actress,23.327,https://image.tmdb.org/t/p/w200//1pmjDSLvOuqKW1P2KRPlpFMeUFe.jpg,"tt0120053,tt0113627,tt0092513,tt0087538",['tt0113627']
nm0000225,Christian Slater,1969,actor,34.543,https://image.tmdb.org/t/p/w200//6ww3uweEEXMlvtNjTlgBHxLErPF.jpg,"tt0102798,tt0115759,tt0124198,tt0108399","['tt0091605', 'tt0097493', 'tt0108399', 'tt0113870']"
nm0000226,Will Smith,1968,actor,29.175,https://image.tmdb.org/t/p/w200//6a6cl4ZNufJzrx5HZKWPU1BjjRF.jpg,"tt0480249,tt0116629,tt0119654,tt0098800","['tt0116629', 'tt0119654', 'tt0120660']"
nm0000227,Mira Sorvino,1967,actress,5.96,https://image.tmdb.org/t/p/w200//nThgMCWdMpNgjGmHQrKMUAYKoQa.jpg,"tt0113819,tt0364343,tt0120032,tt0120008",['tt0113819']
nm0000228,Kevin Spacey,1959,actor,8.218,https://image.tmdb.org/t/p/w200//dlVRkUYKyZdJ39AN55cY1LoyXAP.jpg,"tt0114369,tt0114814,tt0119488,tt0169547","['tt0114369', 'tt0114594', 'tt0114814', 'tt0117913', 'tt0119488', 'tt0169547']"
nm0000230,Sylvester Stallone,1946,actor,37.637,https://image.tmdb.org/t/p/w200//qDRGPAcQoW8Wuig9bvoLpHwf1gU.jpg,"tt0089927,tt0084602,tt0075148,tt3076658","['tt0075148', 'tt0079817', 'tt0083944', 'tt0118887']"
